N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
002983,4,NN.* RB.* RB.* CC.*,NNC RBK RBQ CCT,paano sa paggamot sa,paano sa paggamot sa
002984,4,RB.* RB.* CC.* VB.*,RBK RBQ CCT VBW,sa paggamot sa isang,sa paggamot sa isang
002985,4,CC.* VB.* CC.* PR.*,CCT VBW CCT PRI_CCP,sa isang lamog banda,sa isang lamog banda
002986,4,VB.* CC.* PR.* JJ.*,VBW CCT PRI_CCP JJD,"isang lamog banda nail,",isang lamog banda nail
002987,5,VB.* DT.* NN.* PM.* NN.*,VBOF DTC NNC_CCP PMS NNC,Gamutin ang halamang-singaw sa kanyang,Gamutin ang halamang-singaw sa kanyang
002988,5,DT.* NN.* PM.* NN.* CC.*,DTC NNC_CCP PMS NNC CCT,ang halamang-singaw sa kanyang mga,ang halamang-singaw sa kanyang mga
002989,5,NN.* PM.* NN.* CC.* PR.*,NNC_CCP PMS NNC CCT PRSP_CCP,halamang-singaw sa kanyang mga paa,halamang-singaw sa kanyang mga paa
002990,5,PM.* NN.* CC.* PR.* DT.*,PMS NNC CCT PRSP_CCP DTCP,sa kanyang mga paa ekzoderil,sa kanyang mga paa ekzoderil
002991,5,NN.* CC.* PR.* DT.* NN.*,NNC CCT PRSP_CCP DTCP NNC,kanyang mga paa ekzoderil presyo,kanyang mga paa ekzoderil presyo
002992,5,CC.* PR.* DT.* NN.* NN.*,CCT PRSP_CCP DTCP NNC NNC,mga paa ekzoderil presyo kung,mga paa ekzoderil presyo kung
002993,5,PR.* DT.* NN.* NN.* NN.*,PRSP_CCP DTCP NNC NNC NNC,paa ekzoderil presyo kung paano,paa ekzoderil presyo kung paano
002994,5,NN.* NN.* RB.* RB.* CC.*,NNC NNC RBK RBQ CCT,kung paano sa paggamot sa,kung paano sa paggamot sa
002995,5,NN.* RB.* RB.* CC.* VB.*,NNC RBK RBQ CCT VBW,paano sa paggamot sa isang,paano sa paggamot sa isang
002996,5,RB.* RB.* CC.* VB.* CC.*,RBK RBQ CCT VBW CCT,sa paggamot sa isang lamog,sa paggamot sa isang lamog
002997,5,RB.* CC.* VB.* CC.* PR.*,RBQ CCT VBW CCT PRI_CCP,paggamot sa isang lamog banda,paggamot sa isang lamog banda
002998,5,CC.* VB.* CC.* PR.* JJ.*,CCT VBW CCT PRI_CCP JJD,"sa isang lamog banda nail,",sa isang lamog banda nail
002999,6,VB.* DT.* NN.* PM.* NN.* CC.*,VBOF DTC NNC_CCP PMS NNC CCT,Gamutin ang halamang-singaw sa kanyang mga,Gamutin ang halamang-singaw sa kanyang mga
003000,6,DT.* NN.* PM.* NN.* CC.* PR.*,DTC NNC_CCP PMS NNC CCT PRSP_CCP,ang halamang-singaw sa kanyang mga paa,ang halamang-singaw sa kanyang mga paa
003001,6,NN.* PM.* NN.* CC.* PR.* DT.*,NNC_CCP PMS NNC CCT PRSP_CCP DTCP,halamang-singaw sa kanyang mga paa ekzoderil,halamang-singaw sa kanyang mga paa ekzoderil
003002,6,PM.* NN.* CC.* PR.* DT.* NN.*,PMS NNC CCT PRSP_CCP DTCP NNC,sa kanyang mga paa ekzoderil presyo,sa kanyang mga paa ekzoderil presyo
003003,6,NN.* CC.* PR.* DT.* NN.* NN.*,NNC CCT PRSP_CCP DTCP NNC NNC,kanyang mga paa ekzoderil presyo kung,kanyang mga paa ekzoderil presyo kung
003004,6,CC.* PR.* DT.* NN.* NN.* NN.*,CCT PRSP_CCP DTCP NNC NNC NNC,mga paa ekzoderil presyo kung paano,mga paa ekzoderil presyo kung paano
003005,6,PR.* DT.* NN.* NN.* NN.* RB.*,PRSP_CCP DTCP NNC NNC NNC RBK,paa ekzoderil presyo kung paano sa,paa ekzoderil presyo kung paano sa
003006,6,DT.* NN.* NN.* NN.* RB.* RB.*,DTCP NNC NNC NNC RBK RBQ,ekzoderil presyo kung paano sa paggamot,ekzoderil presyo kung paano sa paggamot
003007,6,NN.* NN.* NN.* RB.* RB.* CC.*,NNC NNC NNC RBK RBQ CCT,presyo kung paano sa paggamot sa,presyo kung paano sa paggamot sa
003008,6,NN.* NN.* RB.* RB.* CC.* VB.*,NNC NNC RBK RBQ CCT VBW,kung paano sa paggamot sa isang,kung paano sa paggamot sa isang
003009,6,NN.* RB.* RB.* CC.* VB.* CC.*,NNC RBK RBQ CCT VBW CCT,paano sa paggamot sa isang lamog,paano sa paggamot sa isang lamog
003010,6,RB.* RB.* CC.* VB.* CC.* PR.*,RBK RBQ CCT VBW CCT PRI_CCP,sa paggamot sa isang lamog banda,sa paggamot sa isang lamog banda
003011,6,RB.* CC.* VB.* CC.* PR.* JJ.*,RBQ CCT VBW CCT PRI_CCP JJD,"paggamot sa isang lamog banda nail,",paggamot sa isang lamog banda nail
003012,7,VB.* DT.* NN.* PM.* NN.* CC.* PR.*,VBOF DTC NNC_CCP PMS NNC CCT PRSP_CCP,Gamutin ang halamang-singaw sa kanyang mga paa,Gamutin ang halamang-singaw sa kanyang mga paa
003013,7,DT.* NN.* PM.* NN.* CC.* PR.* DT.*,DTC NNC_CCP PMS NNC CCT PRSP_CCP DTCP,ang halamang-singaw sa kanyang mga paa ekzoderil,ang halamang-singaw sa kanyang mga paa ekzoderil
003014,7,NN.* PM.* NN.* CC.* PR.* DT.* NN.*,NNC_CCP PMS NNC CCT PRSP_CCP DTCP NNC,halamang-singaw sa kanyang mga paa ekzoderil presyo,halamang-singaw sa kanyang mga paa ekzoderil presyo
003015,7,PM.* NN.* CC.* PR.* DT.* NN.* NN.*,PMS NNC CCT PRSP_CCP DTCP NNC NNC,sa kanyang mga paa ekzoderil presyo kung,sa kanyang mga paa ekzoderil presyo kung
003016,7,NN.* CC.* PR.* DT.* NN.* NN.* NN.*,NNC CCT PRSP_CCP DTCP NNC NNC NNC,kanyang mga paa ekzoderil presyo kung paano,kanyang mga paa ekzoderil presyo kung paano
003017,7,CC.* PR.* DT.* NN.* NN.* NN.* RB.*,CCT PRSP_CCP DTCP NNC NNC NNC RBK,mga paa ekzoderil presyo kung paano sa,mga paa ekzoderil presyo kung paano sa
003018,7,PR.* DT.* NN.* NN.* NN.* RB.* RB.*,PRSP_CCP DTCP NNC NNC NNC RBK RBQ,paa ekzoderil presyo kung paano sa paggamot,paa ekzoderil presyo kung paano sa paggamot
003019,7,DT.* NN.* NN.* NN.* RB.* RB.* CC.*,DTCP NNC NNC NNC RBK RBQ CCT,ekzoderil presyo kung paano sa paggamot sa,ekzoderil presyo kung paano sa paggamot sa
003020,7,NN.* NN.* NN.* RB.* RB.* CC.* VB.*,NNC NNC NNC RBK RBQ CCT VBW,presyo kung paano sa paggamot sa isang,presyo kung paano sa paggamot sa isang
003021,7,NN.* NN.* RB.* RB.* CC.* VB.* CC.*,NNC NNC RBK RBQ CCT VBW CCT,kung paano sa paggamot sa isang lamog,kung paano sa paggamot sa isang lamog
003022,7,NN.* RB.* RB.* CC.* VB.* CC.* PR.*,NNC RBK RBQ CCT VBW CCT PRI_CCP,paano sa paggamot sa isang lamog banda,paano sa paggamot sa isang lamog banda
003023,7,RB.* RB.* CC.* VB.* CC.* PR.* JJ.*,RBK RBQ CCT VBW CCT PRI_CCP JJD,"sa paggamot sa isang lamog banda nail,",sa paggamot sa isang lamog banda nail
003024,3,FW CC.* VB.*,FW CCT VBTS_CCP,sa nasabing mga,sa nasabing mga
003025,3,CC.* VB.* DT.*,CCT VBTS_CCP DTCP,nasabing mga establisimiyento!,nasabing mga establisimiyento!
003026,4,RB.* JJ.* CC.* VB.*,RBF JJD CCP VBW,Hindi malayo na maetsapuwera,Hindi malayo na maetsapuwera
003027,4,JJ.* CC.* VB.* PR.*,JJD CCP VBW PRP,malayo na maetsapuwera sila,malayo na maetsapuwera sila
003028,4,CC.* VB.* PR.* CC.*,CCP VBW PRP CCR,na maetsapuwera sila dahil,na maetsapuwera sila dahil
003029,4,VB.* PR.* CC.* CC.*,VBW PRP CCR CCT,maetsapuwera sila dahil sa,maetsapuwera sila dahil sa
003030,4,PR.* CC.* CC.* VB.*,PRP CCR CCT VBTR,sila dahil sa ibinibigay,sila dahil sa ibinibigay
003031,4,CC.* CC.* VB.* CC.*,CCR CCT VBTR CCP,dahil sa ibinibigay na,dahil sa ibinibigay na
003032,4,CC.* VB.* CC.* NN.*,CCT VBTR CCP NNC,sa ibinibigay na pribilehiyo,sa ibinibigay na pribilehiyo
003033,4,VB.* CC.* NN.* CC.*,VBTR CCP NNC CCT,ibinibigay na pribilehiyo sa,ibinibigay na pribilehiyo sa
003034,4,CC.* NN.* CC.* DT.*,CCP NNC CCT DTCP,na pribilehiyo sa mga,na pribilehiyo sa mga
003035,4,CC.* DT.* NN.* CC.*,CCT DTCP NNC CCP,sa mga tsekwa na,sa mga tsekwa na
003036,4,DT.* NN.* CC.* FW,DTCP NNC CCP FW,mga tsekwa na umo­okupa,mga tsekwa na umo­okupa
003037,4,FW FW CC.* VB.*,FW FW CCT VBTS_CCP,umo­okupa sa nasabing mga,umo­okupa sa nasabing mga
003038,4,FW CC.* VB.* DT.*,FW CCT VBTS_CCP DTCP,sa nasabing mga establisimiyento!,sa nasabing mga establisimiyento!
003039,5,RB.* JJ.* CC.* VB.* PR.*,RBF JJD CCP VBW PRP,Hindi malayo na maetsapuwera sila,Hindi malayo na maetsapuwera sila
003040,5,JJ.* CC.* VB.* PR.* CC.*,JJD CCP VBW PRP CCR,malayo na maetsapuwera sila dahil,malayo na maetsapuwera sila dahil
003041,5,CC.* VB.* PR.* CC.* CC.*,CCP VBW PRP CCR CCT,na maetsapuwera sila dahil sa,na maetsapuwera sila dahil sa
003042,5,VB.* PR.* CC.* CC.* VB.*,VBW PRP CCR CCT VBTR,maetsapuwera sila dahil sa ibinibigay,maetsapuwera sila dahil sa ibinibigay
003043,5,PR.* CC.* CC.* VB.* CC.*,PRP CCR CCT VBTR CCP,sila dahil sa ibinibigay na,sila dahil sa ibinibigay na
003044,5,CC.* CC.* VB.* CC.* NN.*,CCR CCT VBTR CCP NNC,dahil sa ibinibigay na pribilehiyo,dahil sa ibinibigay na pribilehiyo
003045,5,CC.* VB.* CC.* NN.* CC.*,CCT VBTR CCP NNC CCT,sa ibinibigay na pribilehiyo sa,sa ibinibigay na pribilehiyo sa
003046,5,VB.* CC.* NN.* CC.* DT.*,VBTR CCP NNC CCT DTCP,ibinibigay na pribilehiyo sa mga,ibinibigay na pribilehiyo sa mga
003047,5,CC.* NN.* CC.* DT.* NN.*,CCP NNC CCT DTCP NNC,na pribilehiyo sa mga tsekwa,na pribilehiyo sa mga tsekwa
003048,5,NN.* CC.* DT.* NN.* CC.*,NNC CCT DTCP NNC CCP,pribilehiyo sa mga tsekwa na,pribilehiyo sa mga tsekwa na
003049,5,CC.* DT.* NN.* CC.* FW,CCT DTCP NNC CCP FW,sa mga tsekwa na umo­okupa,sa mga tsekwa na umo­okupa
003050,5,DT.* NN.* CC.* FW FW,DTCP NNC CCP FW FW,mga tsekwa na umo­okupa sa,mga tsekwa na umo­okupa sa
003051,5,NN.* CC.* FW FW CC.*,NNC CCP FW FW CCT,tsekwa na umo­okupa sa nasabing,tsekwa na umo­okupa sa nasabing
003052,5,CC.* FW FW CC.* VB.*,CCP FW FW CCT VBTS_CCP,na umo­okupa sa nasabing mga,na umo­okupa sa nasabing mga
003053,5,FW FW CC.* VB.* DT.*,FW FW CCT VBTS_CCP DTCP,umo­okupa sa nasabing mga establisimiyento!,umo­okupa sa nasabing mga establisimiyento!
003054,6,RB.* JJ.* CC.* VB.* PR.* CC.*,RBF JJD CCP VBW PRP CCR,Hindi malayo na maetsapuwera sila dahil,Hindi malayo na maetsapuwera sila dahil
003055,6,JJ.* CC.* VB.* PR.* CC.* CC.*,JJD CCP VBW PRP CCR CCT,malayo na maetsapuwera sila dahil sa,malayo na maetsapuwera sila dahil sa
003056,6,CC.* VB.* PR.* CC.* CC.* VB.*,CCP VBW PRP CCR CCT VBTR,na maetsapuwera sila dahil sa ibinibigay,na maetsapuwera sila dahil sa ibinibigay
003057,6,VB.* PR.* CC.* CC.* VB.* CC.*,VBW PRP CCR CCT VBTR CCP,maetsapuwera sila dahil sa ibinibigay na,maetsapuwera sila dahil sa ibinibigay na
003058,6,PR.* CC.* CC.* VB.* CC.* NN.*,PRP CCR CCT VBTR CCP NNC,sila dahil sa ibinibigay na pribilehiyo,sila dahil sa ibinibigay na pribilehiyo
003059,6,CC.* CC.* VB.* CC.* NN.* CC.*,CCR CCT VBTR CCP NNC CCT,dahil sa ibinibigay na pribilehiyo sa,dahil sa ibinibigay na pribilehiyo sa
003060,6,CC.* VB.* CC.* NN.* CC.* DT.*,CCT VBTR CCP NNC CCT DTCP,sa ibinibigay na pribilehiyo sa mga,sa ibinibigay na pribilehiyo sa mga
003061,6,VB.* CC.* NN.* CC.* DT.* NN.*,VBTR CCP NNC CCT DTCP NNC,ibinibigay na pribilehiyo sa mga tsekwa,ibinibigay na pribilehiyo sa mga tsekwa
003062,6,CC.* NN.* CC.* DT.* NN.* CC.*,CCP NNC CCT DTCP NNC CCP,na pribilehiyo sa mga tsekwa na,na pribilehiyo sa mga tsekwa na
003063,6,NN.* CC.* DT.* NN.* CC.* FW,NNC CCT DTCP NNC CCP FW,pribilehiyo sa mga tsekwa na umo­okupa,pribilehiyo sa mga tsekwa na umo­okupa
003064,6,CC.* DT.* NN.* CC.* FW FW,CCT DTCP NNC CCP FW FW,sa mga tsekwa na umo­okupa sa,sa mga tsekwa na umo­okupa sa
003065,6,DT.* NN.* CC.* FW FW CC.*,DTCP NNC CCP FW FW CCT,mga tsekwa na umo­okupa sa nasabing,mga tsekwa na umo­okupa sa nasabing
003066,6,NN.* CC.* FW FW CC.* VB.*,NNC CCP FW FW CCT VBTS_CCP,tsekwa na umo­okupa sa nasabing mga,tsekwa na umo­okupa sa nasabing mga
003067,6,CC.* FW FW CC.* VB.* DT.*,CCP FW FW CCT VBTS_CCP DTCP,na umo­okupa sa nasabing mga establisimiyento!,na umo­okupa sa nasabing mga establisimiyento!
003068,7,RB.* JJ.* CC.* VB.* PR.* CC.* CC.*,RBF JJD CCP VBW PRP CCR CCT,Hindi malayo na maetsapuwera sila dahil sa,Hindi malayo na maetsapuwera sila dahil sa
003069,7,JJ.* CC.* VB.* PR.* CC.* CC.* VB.*,JJD CCP VBW PRP CCR CCT VBTR,malayo na maetsapuwera sila dahil sa ibinibigay,malayo na maetsapuwera sila dahil sa ibinibigay
003070,7,CC.* VB.* PR.* CC.* CC.* VB.* CC.*,CCP VBW PRP CCR CCT VBTR CCP,na maetsapuwera sila dahil sa ibinibigay na,na maetsapuwera sila dahil sa ibinibigay na
003071,7,VB.* PR.* CC.* CC.* VB.* CC.* NN.*,VBW PRP CCR CCT VBTR CCP NNC,maetsapuwera sila dahil sa ibinibigay na pribilehiyo,maetsapuwera sila dahil sa ibinibigay na pribilehiyo
003072,7,PR.* CC.* CC.* VB.* CC.* NN.* CC.*,PRP CCR CCT VBTR CCP NNC CCT,sila dahil sa ibinibigay na pribilehiyo sa,sila dahil sa ibinibigay na pribilehiyo sa
003073,7,CC.* CC.* VB.* CC.* NN.* CC.* DT.*,CCR CCT VBTR CCP NNC CCT DTCP,dahil sa ibinibigay na pribilehiyo sa mga,dahil sa ibinibigay na pribilehiyo sa mga
003074,7,CC.* VB.* CC.* NN.* CC.* DT.* NN.*,CCT VBTR CCP NNC CCT DTCP NNC,sa ibinibigay na pribilehiyo sa mga tsekwa,sa ibinibigay na pribilehiyo sa mga tsekwa
003075,7,VB.* CC.* NN.* CC.* DT.* NN.* CC.*,VBTR CCP NNC CCT DTCP NNC CCP,ibinibigay na pribilehiyo sa mga tsekwa na,ibinibigay na pribilehiyo sa mga tsekwa na
003076,7,CC.* NN.* CC.* DT.* NN.* CC.* FW,CCP NNC CCT DTCP NNC CCP FW,na pribilehiyo sa mga tsekwa na umo­okupa,na pribilehiyo sa mga tsekwa na umo­okupa
003077,7,NN.* CC.* DT.* NN.* CC.* FW FW,NNC CCT DTCP NNC CCP FW FW,pribilehiyo sa mga tsekwa na umo­okupa sa,pribilehiyo sa mga tsekwa na umo­okupa sa
003078,7,CC.* DT.* NN.* CC.* FW FW CC.*,CCT DTCP NNC CCP FW FW CCT,sa mga tsekwa na umo­okupa sa nasabing,sa mga tsekwa na umo­okupa sa nasabing
003079,7,DT.* NN.* CC.* FW FW CC.* VB.*,DTCP NNC CCP FW FW CCT VBTS_CCP,mga tsekwa na umo­okupa sa nasabing mga,mga tsekwa na umo­okupa sa nasabing mga
003080,7,NN.* CC.* FW FW CC.* VB.* DT.*,NNC CCP FW FW CCT VBTS_CCP DTCP,tsekwa na umo­okupa sa nasabing mga establisimiyento!,tsekwa na umo­okupa sa nasabing mga establisimiyento!
003081,3,JJ.* CC.* NN.*_PM.*,JJD CCB NNC_PMC,"gitna ng kaguluhan,",gitna ng kaguluhan
003082,4,CC.* JJ.* CC.* NN.*_PM.*,CCT JJD CCB NNC_PMC,"Sa gitna ng kaguluhan,",Sa gitna ng kaguluhan
003083,2,PR.* NN.*_PM.*,PRS_CCP NNC_PMP,niyang lakas.,niyang lakas.
003084,3,VB.* DT.* PR.*,VBW DTP PRSP_CCP,makakapagsalita kay kanyang,makakapagsalita kay kanyang
003085,3,DT.* PR.* VB.*,DTP PRSP_CCP VBOF,kay kanyang pinatay,kay kanyang pinatay
003086,3,PR.* VB.* VB.*,PRSP_CCP VBOF VBS,kanyang pinatay gamit,kanyang pinatay gamit
003087,3,DT.* PR.* PR.*,DTC PRI PRS_CCP,ang buo niyang,ang buo niyang
003088,3,PR.* PR.* NN.*_PM.*,PRI PRS_CCP NNC_PMP,buo niyang lakas.,buo niyang lakas.
003089,4,VB.* DT.* NN.* CC.*,VBTS DTP NNP CCP,siniguro ni Dado na,siniguro ni Dado na
003090,4,DT.* NN.* CC.* RB.*,DTP NNP CCP RBF,ni Dado na hindi,ni Dado na hindi
003091,4,NN.* CC.* RB.* RB.*,NNP CCP RBF RBI,Dado na hindi na,Dado na hindi na
003092,4,CC.* RB.* RB.* PR.*,CCP RBF RBI PRS,na hindi na siya,na hindi na siya
003093,4,RB.* RB.* PR.* VB.*,RBF RBI PRS VBW,hindi na siya makakapagsalita,hindi na siya makakapagsalita
003094,4,RB.* PR.* VB.* DT.*,RBI PRS VBW DTP,na siya makakapagsalita kay,na siya makakapagsalita kay
003095,4,PR.* VB.* DT.* PR.*,PRS VBW DTP PRSP_CCP,siya makakapagsalita kay kanyang,siya makakapagsalita kay kanyang
003096,4,VB.* DT.* PR.* VB.*,VBW DTP PRSP_CCP VBOF,makakapagsalita kay kanyang pinatay,makakapagsalita kay kanyang pinatay
003097,4,DT.* PR.* VB.* VB.*,DTP PRSP_CCP VBOF VBS,kay kanyang pinatay gamit,kay kanyang pinatay gamit
003098,4,PR.* VB.* VB.* DT.*,PRSP_CCP VBOF VBS DTC,kanyang pinatay gamit ang,kanyang pinatay gamit ang
003099,4,VB.* VB.* DT.* PR.*,VBOF VBS DTC PRI,pinatay gamit ang buo,pinatay gamit ang buo
003100,4,VB.* DT.* PR.* PR.*,VBS DTC PRI PRS_CCP,gamit ang buo niyang,gamit ang buo niyang
003101,4,DT.* PR.* PR.* NN.*_PM.*,DTC PRI PRS_CCP NNC_PMP,ang buo niyang lakas.,ang buo niyang lakas.
003102,5,VB.* DT.* NN.* CC.* RB.*,VBTS DTP NNP CCP RBF,siniguro ni Dado na hindi,siniguro ni Dado na hindi
003103,5,DT.* NN.* CC.* RB.* RB.*,DTP NNP CCP RBF RBI,ni Dado na hindi na,ni Dado na hindi na
003104,5,NN.* CC.* RB.* RB.* PR.*,NNP CCP RBF RBI PRS,Dado na hindi na siya,Dado na hindi na siya
003105,5,CC.* RB.* RB.* PR.* VB.*,CCP RBF RBI PRS VBW,na hindi na siya makakapagsalita,na hindi na siya makakapagsalita
003106,5,RB.* RB.* PR.* VB.* DT.*,RBF RBI PRS VBW DTP,hindi na siya makakapagsalita kay,hindi na siya makakapagsalita kay
003107,5,RB.* PR.* VB.* DT.* PR.*,RBI PRS VBW DTP PRSP_CCP,na siya makakapagsalita kay kanyang,na siya makakapagsalita kay kanyang
003108,5,PR.* VB.* DT.* PR.* VB.*,PRS VBW DTP PRSP_CCP VBOF,siya makakapagsalita kay kanyang pinatay,siya makakapagsalita kay kanyang pinatay
003109,5,VB.* DT.* PR.* VB.* VB.*,VBW DTP PRSP_CCP VBOF VBS,makakapagsalita kay kanyang pinatay gamit,makakapagsalita kay kanyang pinatay gamit
003110,5,DT.* PR.* VB.* VB.* DT.*,DTP PRSP_CCP VBOF VBS DTC,kay kanyang pinatay gamit ang,kay kanyang pinatay gamit ang
003111,5,PR.* VB.* VB.* DT.* PR.*,PRSP_CCP VBOF VBS DTC PRI,kanyang pinatay gamit ang buo,kanyang pinatay gamit ang buo
003112,5,VB.* VB.* DT.* PR.* PR.*,VBOF VBS DTC PRI PRS_CCP,pinatay gamit ang buo niyang,pinatay gamit ang buo niyang
003113,5,VB.* DT.* PR.* PR.* NN.*_PM.*,VBS DTC PRI PRS_CCP NNC_PMP,gamit ang buo niyang lakas.,gamit ang buo niyang lakas.
003114,6,VB.* DT.* NN.* CC.* RB.* RB.*,VBTS DTP NNP CCP RBF RBI,siniguro ni Dado na hindi na,siniguro ni Dado na hindi na
003115,6,DT.* NN.* CC.* RB.* RB.* PR.*,DTP NNP CCP RBF RBI PRS,ni Dado na hindi na siya,ni Dado na hindi na siya
003116,6,NN.* CC.* RB.* RB.* PR.* VB.*,NNP CCP RBF RBI PRS VBW,Dado na hindi na siya makakapagsalita,Dado na hindi na siya makakapagsalita
003117,6,CC.* RB.* RB.* PR.* VB.* DT.*,CCP RBF RBI PRS VBW DTP,na hindi na siya makakapagsalita kay,na hindi na siya makakapagsalita kay
003118,6,RB.* RB.* PR.* VB.* DT.* PR.*,RBF RBI PRS VBW DTP PRSP_CCP,hindi na siya makakapagsalita kay kanyang,hindi na siya makakapagsalita kay kanyang
003119,6,RB.* PR.* VB.* DT.* PR.* VB.*,RBI PRS VBW DTP PRSP_CCP VBOF,na siya makakapagsalita kay kanyang pinatay,na siya makakapagsalita kay kanyang pinatay
003120,6,PR.* VB.* DT.* PR.* VB.* VB.*,PRS VBW DTP PRSP_CCP VBOF VBS,siya makakapagsalita kay kanyang pinatay gamit,siya makakapagsalita kay kanyang pinatay gamit
003121,6,VB.* DT.* PR.* VB.* VB.* DT.*,VBW DTP PRSP_CCP VBOF VBS DTC,makakapagsalita kay kanyang pinatay gamit ang,makakapagsalita kay kanyang pinatay gamit ang
003122,6,DT.* PR.* VB.* VB.* DT.* PR.*,DTP PRSP_CCP VBOF VBS DTC PRI,kay kanyang pinatay gamit ang buo,kay kanyang pinatay gamit ang buo
003123,6,PR.* VB.* VB.* DT.* PR.* PR.*,PRSP_CCP VBOF VBS DTC PRI PRS_CCP,kanyang pinatay gamit ang buo niyang,kanyang pinatay gamit ang buo niyang
003124,6,VB.* VB.* DT.* PR.* PR.* NN.*_PM.*,VBOF VBS DTC PRI PRS_CCP NNC_PMP,pinatay gamit ang buo niyang lakas.,pinatay gamit ang buo niyang lakas.
003125,7,VB.* DT.* NN.* CC.* RB.* RB.* PR.*,VBTS DTP NNP CCP RBF RBI PRS,siniguro ni Dado na hindi na siya,siniguro ni Dado na hindi na siya
003126,7,DT.* NN.* CC.* RB.* RB.* PR.* VB.*,DTP NNP CCP RBF RBI PRS VBW,ni Dado na hindi na siya makakapagsalita,ni Dado na hindi na siya makakapagsalita
003127,7,NN.* CC.* RB.* RB.* PR.* VB.* DT.*,NNP CCP RBF RBI PRS VBW DTP,Dado na hindi na siya makakapagsalita kay,Dado na hindi na siya makakapagsalita kay
003128,7,CC.* RB.* RB.* PR.* VB.* DT.* PR.*,CCP RBF RBI PRS VBW DTP PRSP_CCP,na hindi na siya makakapagsalita kay kanyang,na hindi na siya makakapagsalita kay kanyang
003129,7,RB.* RB.* PR.* VB.* DT.* PR.* VB.*,RBF RBI PRS VBW DTP PRSP_CCP VBOF,hindi na siya makakapagsalita kay kanyang pinatay,hindi na siya makakapagsalita kay kanyang pinatay
003130,7,RB.* PR.* VB.* DT.* PR.* VB.* VB.*,RBI PRS VBW DTP PRSP_CCP VBOF VBS,na siya makakapagsalita kay kanyang pinatay gamit,na siya makakapagsalita kay kanyang pinatay gamit
003131,7,PR.* VB.* DT.* PR.* VB.* VB.* DT.*,PRS VBW DTP PRSP_CCP VBOF VBS DTC,siya makakapagsalita kay kanyang pinatay gamit ang,siya makakapagsalita kay kanyang pinatay gamit ang
003132,7,VB.* DT.* PR.* VB.* VB.* DT.* PR.*,VBW DTP PRSP_CCP VBOF VBS DTC PRI,makakapagsalita kay kanyang pinatay gamit ang buo,makakapagsalita kay kanyang pinatay gamit ang buo
003133,7,DT.* PR.* VB.* VB.* DT.* PR.* PR.*,DTP PRSP_CCP VBOF VBS DTC PRI PRS_CCP,kay kanyang pinatay gamit ang buo niyang,kay kanyang pinatay gamit ang buo niyang
003134,7,PR.* VB.* VB.* DT.* PR.* PR.* NN.*_PM.*,PRSP_CCP VBOF VBS DTC PRI PRS_CCP NNC_PMP,kanyang pinatay gamit ang buo niyang lakas.,kanyang pinatay gamit ang buo niyang lakas.
003135,3,CC.* PM.* NN.*,CCR PMS NNC_CCP,pag-aakalang tapos na,pag-aakalang tapos na
003136,3,PM.* NN.* JJ.*,PMS NNC_CCP JJD,tapos na ang,tapos na ang
003137,4,CC.* CC.* PM.* NN.*,CCT CCR PMS NNC_CCP,Sa pag-aakalang tapos na,Sa pag-aakalang tapos na
003138,4,CC.* PM.* NN.* JJ.*,CCR PMS NNC_CCP JJD,pag-aakalang tapos na ang,pag-aakalang tapos na ang
003139,4,PM.* NN.* JJ.* CC.*,PMS NNC_CCP JJD CCP,tapos na ang kanilang,tapos na ang kanilang
003140,4,NN.* JJ.* CC.* DT.*,NNC_CCP JJD CCP DTC,"na ang kanilang kalbaryo,",na ang kanilang kalbaryo
003141,5,CC.* CC.* PM.* NN.* JJ.*,CCT CCR PMS NNC_CCP JJD,Sa pag-aakalang tapos na ang,Sa pag-aakalang tapos na ang
003142,5,CC.* PM.* NN.* JJ.* CC.*,CCR PMS NNC_CCP JJD CCP,pag-aakalang tapos na ang kanilang,pag-aakalang tapos na ang kanilang
003143,5,PM.* NN.* JJ.* CC.* DT.*,PMS NNC_CCP JJD CCP DTC,"tapos na ang kanilang kalbaryo,",tapos na ang kanilang kalbaryo
003144,6,CC.* CC.* PM.* NN.* JJ.* CC.*,CCT CCR PMS NNC_CCP JJD CCP,Sa pag-aakalang tapos na ang kanilang,Sa pag-aakalang tapos na ang kanilang
003145,6,CC.* PM.* NN.* JJ.* CC.* DT.*,CCR PMS NNC_CCP JJD CCP DTC,"pag-aakalang tapos na ang kanilang kalbaryo,",pag-aakalang tapos na ang kanilang kalbaryo
003146,7,CC.* CC.* PM.* NN.* JJ.* CC.* DT.*,CCT CCR PMS NNC_CCP JJD CCP DTC,"Sa pag-aakalang tapos na ang kanilang kalbaryo,",Sa pag-aakalang tapos na ang kanilang kalbaryo
003147,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMP,kanyang ina.,kanyang ina.
003148,3,PR.* CC.* JJ.*,PRS CCT JJD_CCP,niya sa panlolokong,niya sa panlolokong
003149,3,CC.* JJ.* VB.*,CCT JJD_CCP VBOF,sa panlolokong ginawa,sa panlolokong ginawa
003150,3,JJ.* VB.* CC.*,JJD_CCP VBOF CCB,panlolokong ginawa ng,panlolokong ginawa ng
003151,3,VB.* CC.* PR.*,VBOF CCB PRSP_CCP,ginawa ng kanyang,ginawa ng kanyang
