Pattern_ID,Final_Hybrid_N-Gram
700131,NN.* ng NN.* (5) mga NN.* ng
700132,NN.* (5) mga halimbawa ng NN.* (5)
700133,NN.* halimbawa ng CC.* (8) NN.* (1)
700037,DT.* NN.* CC.* NN.* NN.* CD.* NN.*
700134,DT.* NN.* (5) mga halimbawa CD.* NN.*
700135,DT.* mga halimbawa ng NN.* CD.* mga
700038,NN.* CC.* NN.* NN.* CD.* NN.* DT.*
700136,NN.* halimbawa ng NN.* (5) NN.* halimbawa
700137,NN.* CC.* (8) NN.* (1) NN.* (24)
700039,CC.* NN.* NN.* CD.* NN.* DT.* NN.*
700138,CC.* mga halimbawa ng NN.* DT.* mga
700139,CC.* ng NN.* (5) mga DT.* ng
700140,CC.* (8) NN.* (1) NN.* (24) NN.*
700040,NN.* NN.* CD.* NN.* DT.* NN.* CC.*
700141,NN.* NN.* (5) mga halimbawa NN.* CC.*
700142,NN.* NN.* CD.* NN.* DT.* NN.* CC.*
700041,VBS PRS_CCP VBAF CCB DTCP NNC CCB
700042,PRS_CCP VBAF CCB DTCP NNC CCB NNC
700043,VBAF CCB DTCP NNC CCB NNC CCT
700044,CCB DTCP NNC CCB NNC CCT NNC
700045,DTCP NNC CCB NNC CCT NNC CCB
700046,NNC CCB NNC CCT NNC CCB VBN_CCP
700047,CCB NNC CCT NNC CCB VBN_CCP NNC_PMP
700048,NNC_CCP PMS NNC CCT DTCP NNC CCB
700143,NNC_CCP sa mga CCT ng mga CCB
700144,NNC_CCP sa mga CCT ng mga kamay
700049,PMS NNC CCT DTCP NNC CCB DTCP
700050,NNC CCT DTCP NNC CCB DTCP NNC
700145,NNC CCT ng NNC kamay DTCP halamang-singaw
700051,VBH PRS_CCP PRI_CCP NNC NNC_CCP PMS NNC
700146,VBH PRS_CCP halamang-singaw ay para lamang sa
700052,NNC NNC_CCP PMS NNC CCT PRSP_CCP DTCP
700053,NNC_CCP PMS NNC CCT PRSP_CCP DTCP NNC
700147,NNC_CCP sa aking mga PRSP_CCP Mayroon akong
700148,NNC_CCP sa kanyang mga PRSP_CCP DTCP presyo
700054,NNC CCB NNC_CCP PMS NNC CCT DTCP
700149,NNC ng halamang-singaw sa mga kamay DTCP
700055,CCB NNC_CCP PMS NNC CCT DTCP NNC
700150,CCB halamang-singaw sa mga kamay DTCP halamang-singaw
700056,JJD CCP NNC CCT CCT NNC CCB
700151,JJD na NNC para sa NNC ng
700057,CCB NNC_CCP PMS NNC CCT NNC RBK
700152,CCB halamang-singaw sa NNC kung paano RBK
700058,NNC_CCP PMS NNC CCT NNC RBK RBQ
700153,NNC_CCP kung paano CCT ang isang RBQ
700154,NNC_CCP sa NNC kung paano RBK ang
700059,CCB VBW DTC JJCS_JJD CCP VBAF CCP
700060,VBW DTC JJCS_JJD CCP VBAF CCP NNC_PMC
700155,"VBW ang JJCS_JJD na VBAF na densidad,"
700156,VBW ang JJCS_JJD CCP VBAF CCP densidad
700061,NNPA CDB NNPA DTCP NNC CCB NNC
700157,NNPA mga halimbawa ng NNC CCB mga
700158,NNPA ng NNPA (5) mga CCB ng
700159,NNPA (5) mga halimbawa ng CCB (8)
700160,NNPA (1) NNPA (24) NNC CCB (1.
700062,CDB NNPA DTCP NNC CCB NNC NNPA
700161,CDB halimbawa ng NNC (5) NNC halimbawa
700162,CDB NNPA (5) mga halimbawa NNC NNPA
700063,NNPA DTCP NNC CCB NNC NNPA CDB
700163,NNPA ng NNC (5) mga NNPA ng
700164,NNPA (5) mga halimbawa ng NNPA (5)
700165,NNPA halimbawa ng CCB (8) NNPA (1)
700064,DTCP NNC CCB NNC NNPA CDB NNPA
700166,DTCP NNC (5) mga halimbawa CDB NNPA
700167,DTCP mga halimbawa ng NNPA CDB mga
700065,NNC CCB NNC NNPA CDB NNPA DTCP
700168,NNC (5) mga halimbawa ng NNPA (5)
700169,NNC halimbawa ng NNPA (5) NNPA halimbawa
700170,NNC CCB (8) NNPA (1) NNPA (24)
700066,CCB NNC NNPA CDB NNPA DTCP NNC
700171,CCB mga halimbawa ng NNPA DTCP mga
700172,CCB ng NNPA (5) mga DTCP ng
700173,CCB (8) NNPA (1) NNPA (24) NNC
700067,NNC NNPA CDB NNPA DTCP NNC CCB
700174,NNC halimbawa ng NNPA (5) NNC halimbawa
700175,NNC NNPA (5) mga halimbawa NNC CCB
700176,NNC NNPA CDB NNPA DTCP NNC CCB
700068,VB.* PR.* VBAF CCB DTCP NN.* CC.*
700069,PR.* VB.* CCB DTCP NNC CC.* NN.*
700070,VB.* CC.* DTCP NNC CCB NN.* CC.*
700071,CC.* DT.* NNC CCB NNC CC.* NN.*
700072,DT.* NN.* CCB NNC CCT NN.* CC.*
700073,NN.* CC.* NNC CCT NNC CC.* VB.*
700074,CC.* NN.* CCT NNC CCB VB.* NN.*_PM.*
700075,NN.* PM.* NNC CCT DTCP NN.* CC.*
700177,NN.* sa mga CCT ng mga CC.*
700178,NN.* sa mga CCT ng mga kamay
700076,PM.* NN.* CCT DTCP NNC CC.* DT.*
700077,NN.* CC.* DTCP NNC CCB DT.* NN.*
700179,NN.* CC.* ng NNC kamay DT.* halamang-singaw
700078,VB.* PR.* PRI_CCP NNC NNC_CCP PMS NN.*
700079,NN.* NN.* PMS NNC CCT PRSP_CCP DT.*
700080,NN.* PM.* NNC CCT PRSP_CCP DTCP NN.*
700180,NN.* sa aking mga PRSP_CCP Mayroon akong
700181,NN.* sa kanyang mga PRSP_CCP DTCP presyo
700081,NN.* CC.* NNC_CCP PMS NNC CC.* DT.*
700082,CC.* NN.* PMS NN.* CCT DTCP NN.*
700182,CC.* halamang-singaw sa mga kamay DTCP halamang-singaw
700083,JJ.* CC.* NNC CCT CCT NN.* CC.*
700183,JJ.* na NNC para sa NN.* ng
700084,CC.* NN.* PMS NN.* CCT NNC RB.*
700085,NN.* PM.* NNC CCT NNC RB.* RB.*
700184,NN.* kung paano CCT ang isang RB.*
700185,NN.* sa NNC kung paano RB.* ang
700086,CCB VBW DTC JJCS_JJD CCP VB.* CC.*
700087,VBW DTC JJCS_JJD CCP VBAF CC.* NN.*_PM.*
700186,VBW ang JJCS_JJD CCP VBAF CC.* densidad
700088,NN.* CD.* NNPA DTCP NNC CC.* NN.*
700187,NN.* mga halimbawa ng NNC CC.* mga
700188,NN.* ng NNPA (5) mga CC.* ng
700189,NN.* (1) NNPA (24) NNC CC.* (1.
700089,CD.* NN.* DTCP NNC CCB NN.* NN.*
700190,CD.* halimbawa ng NNC (5) NN.* halimbawa
700090,NN.* DT.* NNC CCB NNC NN.* CD.*
700191,NN.* ng NNC (5) mga NN.* ng
700192,NN.* halimbawa ng CCB (8) NN.* (1)
700091,DT.* NN.* CCB NNC NNPA CD.* NN.*
700193,DT.* mga halimbawa ng NNPA CD.* mga
700092,NN.* CC.* NNC NNPA CDB NN.* DT.*
700194,NN.* halimbawa ng NNPA (5) NN.* halimbawa
700195,NN.* CC.* (8) NNPA (1) NN.* (24)
700093,CC.* NN.* NN.* CDB NNPA DT.* NN.*
700196,CC.* mga halimbawa ng NNPA DT.* mga
700197,CC.* (8) NN.* (1) NNPA (24) NN.*
700094,NN.* NN.* CDB NNPA DTCP NN.* CC.*
700198,NN.* NN.* CDB NNPA DTCP NN.* CC.*
