General POS,Detailed POS
DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* DT.* NN.* CC.* NN.* LM_PM.* RB.* RB.* RB.* JJ.* DT.* NN.* NN.* PR.* CC.* DT.* DT.* VB.* PR.* LM PR.* VB.* NN.*_PM.* CC.* VB.* RB.* RB.* PR.* CC.*_PM.* CC.* PR.* LM RB.* NN.* CC.* NN.* CC.* VB.* RB.* PR.* NN.* PR.*_PM.*,DTC NNC CCB NNP CCB NNP CCP DTP NNP NNP LM VBTS CCP DTC NNP CCB NNP LM_PMS RBF RBI RBT JJD DTC NNC_CCP NNC PRO CCA DTC DTCP VBTR PRL LM PRI_CCP VBN_CCP NNC_PMS CCA VBTS RBI RBI PRS CCP_PMS CCT PRP LM RBF NNC CCB NNC CCA VBN RBI PRP_CCP NNC PRL_PMC
CC.* NN.* PR.* LM VB.* RB.* PR.* CC.* PR.* JJ.* CC.* JJ.* CC.* NN.* CC.* RB.* VB.* DT.* JJ.* CC.* NN.* CC.* VB.*_PM.*_PM.*,CCT NNC PRP LM VBTR RBI PRP CCT PRI_CCP JJD CCA JJD CCP NNC CCT RBI VBW DTC JJD CCP NNC CCB VBTR_PMP_PMS
DT.* NN.* CC.* NN.* NN.* LM VB.* RB.* NN.* CD.* CC.* RB.* JJ.* NN.* RB.* RB.* RB.*_PM.*,DTC NNC CCT NNP NNP LM VBTS RBW_CCP NNP CDB CCT RBL JJN_CCP NNC RBI RBI RBI_PMP
DT.* NN.* CC.* NN.* CC.* NN.* JJ.* CC.* CC.* NN.* LM VB.* NN.* CC.* CC.* NN.* CD.*_PM.*,DTC NNC CCT NNC CCB NNC JJD CCT CCT NNC LM VBTS NNC CCP CCT NNP CDB_PMP
DT.* NN.* CC.* NN.*,DTC NNC CCT NNP
NN.*_,NNPA_
LM VB.* RB.* NN.* CD.* CC.* VB.* RB.* DT.* CC.* PM.* FW CC.* VB.* RB.* JJ.* NN.*_PM.*,LM VBTS RBW NNP CDB CCA VBAF RBI DTC CCR PMS FW CCB VBAF RBW_CCP JJD_CCP NNP_PMP
CC.* RB.* NN.* CD.* DT.* NN.* CC.* NN.* LM RB.* VB.* CC.* NN.* CC.* NN.* CD.* CC.* VB.* VB.* DT.* NN.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* NN.*_PM.*,CCT RBW_CCP NNP CDB DTC NNC CCT NNC LM RBW_CCP VBTF CCT NNC CCT NNP CDB CCB VBW VBS DTC NNC CCT NNC CCB CCR PMS NNC CCB NNC_PMP
DT.* NN.* CC.* NN.* LM VB.* RB.* CC.* NN.* NN.* PM.* NN.* CC.* NN.* CC.* VB.* RB.*_PM.* FW_PM.* CC.* VB.* DT.* NN.* NN.*_PM.*,DTC NNP CCB NNP LM VBAF RBW CCT NNP NNP PMS NNC CCB NNP CCP VBOF RBI_CCP_PMS FW_PMS CCP VBTS DTP NNP NNP_PMP
DT.* FW LM VB.* RB.* CD.*_PM.*,DTC FW LM VBTS RBW_CCP CDB_PMC
CC.* DT.* NN.* CC.* NN.* CC.* NN.* NN.* DT.* NN.* LM VB.* CC.* NN.* CC.*_PM.* DT.* NN.*_PM.* RB.* CD.*_PM.*,CCA DTC NNC CCB NNP CCP NNP NNP DTC NNC LM VBTS CCB NNC CCP_PMS DTC NNP_PMS RBW_CCP CDB_PMP
DT.* DT.* JJ.* CC.* NN.* LM VB.* CC.* NN.* CC.* PR.*_PM.* NN.*_PM.* CC.* VB.* DT.* NN.* CC.* NN.* CC.* NN.* RB.* CD.*_PM.*,DTC DTCP JJD CCB NNP LM VBAF CCB NNC CCT PRSP_CCP_PMS NNC_PMS CCA VBOF DTC NNP CCB NNP CCT NNP RBW_CCP CDB_PMP
RB.* PR.* DT.* JJ.* NN.* CC.* DT.* DT.* NN.* LM VB.* CC.* NN.* CC.* PR.* LM RB.* VB.* CC.*_PM.* NN.*_PM.* CC.* DT.* PR.* NN.* LM VB.*_PM.*,RBF PRO DTC JJN_CCP NNC CCP DTC DTCP NNC LM VBTF CCB NNC CCP PRP LM RBD_CCP VBTR CCT_PMS NNP_PMS CCP DTC PRSP_CCP NNC LM VBTS_PMP
CC.* NN.* VB.* RB.* NN.* CD.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCT NNC_CCP VBTS RBW_CCP NNP CDB CCT NNP CCT NNP CCB NNP NNP CCT CCT NNP CCP NNP CCB NNP_PMC
JJ.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* NN.* DT.* VB.* DT.* NN.* CC.* NN.* CC.* NN.* JJ.* CC.* VB.* RB.* PR.* LM RB.* VB.* CC.* NN.* CC.* NN.* CC.*_PM.* NN.*_PM.*_PM.*,JJN_CCP NNC CCB NNP CCB DTCP NNP CCB NNP NNP DTC VBTS DTC NNC CCT NNC CCA NNC_CCP JJD CCP VBTS RBW_CCP PRP LM RBD_CCP VBOF CCT NNC CCB NNC CCT_PMS NNP_PMP_PMS
PR.* CC.* DT.* NN.* CC.* NN.* JJ.* RB.* CC.* JJ.* NN.* DT.* VB.* CC.* JJ.* CC.* CC.* PM.* FW_PM.*,PRI CCT DTCP NNC CCB NNC JJCC RBI CCT JJD_CCP NNC DTC VBTR CCP JJD CCP CCR PMS FW_PMC
NN.* CC.* NN.* CC.* NN.*_PM.*,NNC CCA NNC CCB NNC_PMC
NN.* CC.* NN.* CC.* NN.*_PM.*,NNC CCA NNC CCB NNC_PMP
CC.* CC.* JJ.*_PM.*,CCT CCT JJD_PMC
PR.* LM JJ.*_PM.*,PRP LM JJD_PMC
VB.* DT.* NN.* NN.* CC.* PR.* NN.* CC.* CC.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.*_PM.*,VBS DTP NNP NNP CCP PRI_CCP NNC CCB CCR PMS NNC CCB NNC CCT NNP CCB NNP CCT PRI_CCP NNC CCT DTC NNP CCT NNP CCB NNP_PMP
DT.* DT.* NN.* CC.* NN.* NN.* NN.* CC.* DT.* NN.* LM VB.* CC.* DT.* NN.* CC.* CC.* NN.* NN.* CC.* NN.* NN.*_PM.*,DTC DTCP NNC CCB NNP NNP NNP CCB DTCP NNP LM VBTS CCB DTCP NNC CCT CCT NNP_CCP NNP CCP NNP_CCP NNP_PMP
DT.* NN.* CC.* NN.* NN.*_PM.*,DTC NNP CCB NNP NNPA_PMC
PR.* JJ.* CC.* CC.* PM.* VB.* NN.* NN.*,PRI_CCP JJD CCB CCR PMS VBTF NNP_CCP NNP
LM VB.* CC.* PR.* NN.* CC.* NN.*_PM.*,LM VBTS CCT PRI_CCP NNC CCB NNC_PMP
DT.* CC.* PM.* VB.* NN.* NN.* LM VB.* CC.* NN.* NN.*_PM.*,DTC CCR PMS VBTF NNP_CCP NNP LM VBTS CCB NNP NNP_PMC
CC.* RB.* RB.* CC.* DT.* NN.* CC.* NN.*_PM.*,CCA RBF RBI CCB DTC NNC CCT NNC_PMP
DT.* NN.*_PM.* NN.*_PM.* CC.* VB.* CC.* DT.* NN.* CC.* VB.* CC.* PR.* VB.* LM VB.* DT.* NN.* NN.* CC.* DT.* CC.* PR.*_PM.*,DTC NNC_CCP_PMS NNP_PMS CCP VBTR CCB DTCP NNC CCP VBTS CCT PRSP_CCP VBAF LM VBTS DTP NNP NNP CCA DTCP CCB PRO_PMP
VB.* CC.* DT.* NN.* CC.* PR.* LM VB.* CC.* VB.* CC.* RB.* RB.* CC.* PR.* LM VB.* CC.* NN.* CC.* NN.*_PM.*,VBTS CCB DTCP NNC CCP PRP LM VBOF CCT VBOF CCP RBD RBD CCP PRP LM VBAF CCT NNC CCB NNP_PMP
DT.* DT.* NN.* LM VB.* CC.* DT.* NN.* NN.* LM VB.* CC.* PR.* NN.* JJ.*_PM.*,DTC DTCP NNC LM VBTS CCP DTC NNC_CCP NNP LM VBAF CCT PRSP_CCP NNC_CCP JJD_PMP
DT.* VB.* CC.* NN.* LM VB.* CC.* PR.*_PM.* NN.* PM.* PR.* VB.* NN.*_PM.*,DTC VBTR CCT NNC LM VBTS CCT PRI_PMS NNCA PMS PRI_CCP VBTS_CCP NNC_PMC
CC.* DT.* NN.* CC.* NN.*_PM.*,CCB DTC NNP CCA NNP_PMP
PM.*_ JJ.* PR.* CC.* NN.* CC.* NN.*_PM.*_PM.*,PMS_ JJC PRO CCB NNC CCB NNC_PMC_PMS
VB.* DT.* NN.* NN.* NN.*_PM.*,VBS DTP NNP NNP NNP_PMC
PR.* CC.* DT.* VB.* CC.* NN.*_PM.*,PRI CCT DTCP VBTR CCT NNC_PMP
DT.* DT.* VB.* LM VB.* CC.* VB.* PR.* CC.* NN.* VB.* CC.* VB.* CC.*_PM.* NN.* CC.* PM.* NN.* CC.* JJ.* NN.*_PM.* CC.* VB.* PR.* VB.* DT.* NN.* NN.*_PM.*,DTC DTCP VBTR LM VBTS CCP VBTS PRP CCB NNC VBW CCP VBAF CCT_PMS NNC_CCP CCT PMS NNC CCT JJD_CCP NNC_PMS CCP VBTR PRP_CCP VBOF DTP NNP NNP_PMP
DT.* NN.* NN.* NN.* CC.* DT.* NN.* LM VB.* CC.* NN.*_PM.*,DTC NNP NNP NNP CCB DTCP NNP LM VBAF CCT NNC_PMC
CC.* DT.* NN.* CC.* CC.* NN.* CC.* DT.* NN.*_NN.*,CCA DTC NNC CCT CCT NNC CCP DTP NNP_NNPA
NN.* CD.* LM VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* DT.* NN.* LM VB.* RB.*_PM.*,NNP CDB LM VBTS CCT DTC NNP CCT NNP CCB NNP CCP DTC DTCP NNC LM VBTS RBI_PMC
RB.* RB.* CC.* VB.* CC.* DT.* NN.* CC.* NN.*_PM.*,RBF RBD CCP VBAF CCT DTCP NNC CCB NNC_PMP
RB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.*_PM.*,RBR CCT DTC NNP CCT NNP CCB NNP_PMC
VB.* CC.* NN.* NN.* CC.* RB.* PR.* VB.* CC.* DT.* DT.* NN.* LM VB.* VB.* CC.* DT.* NN.* NN.*_PM.*,VBTS CCB NNP NNP CCP RBF PRO VBTR CCP DTC DTCP NNC LM VBTR_CCP VBAF CCT DTCP NNC_CCP NNC_PMP
DT.* NN.* CC.* NN.* NN.* NN.* CC.* DT.* NN.* CC.* VB.* NN.* NN.* CC.* NN.* JJ.* LM VB.* RB.* RB.* NN.* CD.* CC.* DT.* NN.* LM VB.* NN.* CC.* VB.* NN.* RB.* NN.*_PM.*,DTC NNC CCT NNP NNP NNP CCB DTCP NNP CCP VBH NNC NNC CCT NNC_CCP JJD LM VBTS RBI RBW_CCP NNP CDB CCA DTC NNC LM VBTS_CCP NNC CCP VBH NNC RBW_CCP NNP_PMP
DT.* NN.* CC.* RB.* RB.* JJ.* CC.* NN.* LM RB.* RB.* RB.* VB.*_PM.*,DTC NNC CCP RBF RBI JJD CCT NNC LM RBF RBI RBI VBTS_PMC
CC.* DT.* NN.* CC.* DT.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.*_PM.* LM VB.* CC.* DT.* DT.* NN.* LM VB.* CC.* JJ.* NN.* CC.* NN.* CC.* DT.* NN.*_PM.*_PM.*,CCT DTC NNC CCB DTCP NNC CCP DTP NNP NNP LM VBTS CCT DTC NNP CCT NNP CCB NNP CCP DTC NNC_PMS LM VBTS CCB DTC DTCP NNC LM VBW CCB JJD_CCP NNC CCT NNC CCB DTCP NNC_PMP_PMS
RB.* CC.* NN.* CD.* CC.* NN.* CC.* NN.* NN.* CC.* CD.*_PM.*,RBR CCT NNP CDB CCB NNP CCB NNP_CCP NNP CCB CDB_PMC
DT.* DT.* NN.* LM VB.* CC.*_PM.* VB.* CC.* NN.*_PM.* CC.* DT.* VB.* JJ.* CC.* CC.* RB.* CC.* PR.* LM VB.* CC.*_PM.* RB.* JJ.* CC.* NN.*_PM.*_PM.*,DTC DTCP NNC LM VBS CCP_PMS VBAF CCB NNC_PMS CCT DTCP VBTR_CCP JJD CCT CCP RBI CCR PRO LM VBTR CCB_PMS RBF JJD CCP NNP_PMP_PMS
RB.* NN.* CD.*_PM.*,RBW_CCP NNP CDB_PMC
DT.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* DT.* NN.* CC.* VB.* CC.* DT.* DT.* NN.* CC.* NN.* NN.* CC.* LM VB.* CC.* VB.* CC.* JJ.* CC.* NN.* CD.* CC.* NN.*_PM.*,DTC NNP CCT JJD CCP NNP CCT NNP LM VBTS CCB NNC CCT DTCP NNC CCP VBTR CCP DTC DTCP NNC CCB NNP_CCP NNC CCT LM VBS CCP VBTR CCT JJD CCB NNP CDB CCB NNP_PMP
RB.* RB.* CC.* NN.*_PM.*,RBR RBI CCT NNP_PMC
DT.* DT.* NN.* RB.* LM VB.* VB.* CC.*_PM.* JJ.* NN.*_PM.* CC.* DT.* NN.* LM VB.* CC.* VB.* CC.* PR.* NN.*_PM.*,DTC DTCP NNC RBI LM VBS VBAF CCB_PMS JJD_CCP NNC_PMS CCR DTC NNC LM VBOF CCP VBAF CCT PRI_CCP NNC_PMC
CC.* CC.* RB.* CC.* VB.* PR.* CC.*_PM.* RB.* NN.* PM.* VB.* CC.* VB.*_PM.* CC.* CC.* NN.*_PM.*,CCT CCP RBI CCR VBTR PRO CCB_PMS RBF NNC PMS VBS CCP VBW_PMS CCT CCT NNC_PMP
RB.* NN.* CD.*_PM.*,RBW_CCP NNP CDB_PMC
DT.* NN.* CC.* NN.* LM VB.* CC.* JJ.* CC.* NN.* NN.* CC.* NN.*_PM.*,DTC NNP CCB NNP LM VBAF CCB JJD CCP NNC NNC CCT NNP_PMC
NN.* NN.* CC.* CC.* NN.* NN.* CC.* CC.* CC.* FW CC.* CC.* PM.* NN.* CC.* NN.*_PM.*,NNP NNP CCA CCT NNP NNP CCA CCP CCT FW CCP CCR PMS NNC CCT NNP_PMC
NN.* CC.* VB.* CC.* VB.* DT.* DT.* NN.* CC.* PR.* NN.* RB.* CC.* NN.*_PM.*,NNP CCT VBW CCP VBW DTC DTCP NNC CCT PRSP_CCP NNC RBL CCT NNC_PMP
DT.* NN.* LM VB.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.* NN.* NN.* NN.* CC.* VB.* CC.* VB.* DT.* NN.* CC.* RB.* JJ.* NN.* CC.* VB.* CC.* CD.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,DTC NNC LM VBAF CCB NNC CCT JJD CCB NNP CCB NNP_CCP NNC NNP NNP CCT VBW CCP VBW DTC NNC CCB RBF JJD_CCP NNC CCP VBTS CCB CDB NNP CCP NNC CCB NNP CCB NNP CCT NNC_PMP
DT.* NN.* NN.* NN.* DT.* VB.* CC.* RB.* JJ.* NN.* CC.* DT.* NN.* NN.* CC.* DT.* NN.* LM VB.* RB.* CC.* NN.* RB.* NN.* CD.* NN.* CC.* JJ.* NN.* RB.* CC.* RB.* JJ.* NN.* CC.* RB.* RB.* RB.* VB.* DT.* FW_PM.*,DTC NNP NNP NNP DTC VBTS CCT RBF JJD_CCP NNC CCA DTC NNP NNP CCA DTC NNP LM VBTS RBI CCB NNC RBW_CCP NNP CDB NNC CCB JJD_CCP NNC RBL CCT RBF JJD_CCP NNC CCP RBF RBI RBW_CCP VBTF DTC FW_PMP
DT.* NN.* CC.* NN.* CC.* RB.* RB.* DT.* VB.* CC.* RB.* VB.* CC.* PR.* JJ.* CC.* NN.* CC.* CC.* DT.* NN.*_PM.*,DTC NNP CCB NNP CCP RBI RBT DTC VBTS CCB RBD_CCP VBW CCT PRSP_CCP JJD CCP NNC CCT CCT DTCP NNC_PMP
DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* NN.* CC.* CC.* PM.* VB.* CC.* RB.* CC.* NN.*_PM.*,DTC NNC LM VBTS CCB NNP CCB NNC CCB NNP NNP CCP NNC CCB CCR PMS VBTF CCP RBW CCT NNP_PMC
NN.* CC.* NN.*_PM.*,NNP CCA NNP_PMP
DT.* NN.* LM VB.* CC.* JJ.* CC.* NN.* CC.* DT.* RB.* VB.* NN.* CC.* DT.* NN.* CC.* NN.*_PM.*,DTC NNC LM VBTS CCT JJD CCP NNC CCT DTCP RBF VBTR_CCP NNC CCT DTCP NNC CCB NNC_PMC
CC.* VB.* CC.* NN.* CC.* NN.* CC.* DT.*_PM.* NN.*_PM.* CC.* DT.* VB.* NN.*_PM.*,CCP VBOF CCB NNP CCB NNP CCP DTCP_PMS NNC_PMS CCA DTCP VBTR_CCP NNC_PMP
VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* DT.* NN.* CC.* DT.* VB.* CC.*_PM.* NN.*_PM.* CC.* NN.* CC.* NN.* LM_PM.* CC.* PM.* NN.*_PM.*,VBTS CCB NNP CCB NNC CCT NNP CCP DTC DTCP NNC CCB DTCP VBTR CCP_PMS NNC_PMS CCB NNP CCB NNP LM_PMS CCR PMS NNC_PMC
NN.* JJ.*_PM.*,NNC_CCP JJD_PMC
JJ.* VB.* DT.* NN.* CC.* NN.* PR.*_PM.*,JJD VBS DTC NNC CCA NNC PRO_PMC
CC.* DT.* NN.* CC.* DT.* NN.*_PM.*,CCB DTC NNC CCT DTCP NNC_PMC
NN.* CC.* DT.* NN.*_PM.*,NNC CCB DTCP NNC_PMC
VB.* CC.* DT.* NN.* CC.* VB.* NN.* CC.* NN.* CC.* NN.*_PM.*_PM.*,VBW CCB DTCP NNC CCR VBH NNC CCA NNC CCB NNC_PMP_PMS
PM.*_ CC.* NN.*_PM.*,PMS_ CCT NNC_PMC
PR.* CC.* DT.* VB.* LM VB.* CC.* NN.* CC.* VB.* CC.* DT.* NN.* RB.* CC.* VB.* CC.* NN.*_PM.*_PM.*,PRI CCT DTCP VBTS LM VBTR CCB NNC CCA VBTR CCB DTCP NNC RBW CCA VBW CCB NNC_PMP_PMS
VB.* PM.* VB.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* RB.* CD.* CC.*_PM.* VB.* NN.* CC.* VB.* RB.* CC.* CC.* PR.* NN.* VB.* DT.* PR.* NN.*_PM.*_PM.*,VBTS PMS VBTF RBR CCT NNC CCB NNP CCT NNP RBW_CCP CDB CCP_PMS VBN_CCP NNC CCP VBTS RBR CCT CCR PRQ_CCP NNC VBTR DTC PRI_CCP NNC_PMP_PMS
RB.* CC.* PR.* NN.* RB.* CD.* CC.* NN.* NN.* NN.*_PM.*,RBR CCT PRI_CCP NNC RBW_CCP CDB CCT NNP NNP NNP_PMS
PM.*_ CC.* NN.* CC.* DT.* NN.* CC.* NN.* LM VB.* DT.* NN.*_PM.*,PMS_ CCT NNC CCP DTC NNP CCB NNC LM VBOF DTC NNC_PMC
VB.* DT.* NN.* CC.* VB.* DT.* DT.* NN.*_PM.*_PM.*,VBW DTC NNP CCP VBTR DTC DTCP NNC_PMP_PMS
CC.* NN.* CC.* NN.* NN.* NN.* DT.* NN.* NN.* LM VB.* CD.* CC.* VB.* NN.* CC.* VB.* RB.* CC.* NN.* CC.*,CCT NNC CCB NNP NNP NNP DTC NNP NNP LM VBH_CCP CDB CCP VBOF_CCP NNC CCA VBTR_VBAF RBI CCB NNC CCB
CD.* CC.* DT.* NN.* CC.* NN.* CC.* PR.*_PM.*,CDB CCP DTCP NNC CCT NNC CCP PRO_PMP
VB.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* RB.* NN.*_PM.*,VBW DTC NNC CCT NNC CCB NNP CCB NNP CCP VBOF CCB NNC CCB NNP CCB NNC CCB NNP NNP CCP RBL NNP_PMC
DT.* NN.* LM VB.* RB.* CC.* VB.*_PM.*,DTC NNC LM VBTR_CCP RBD CCB VBTR_VBAF_PMP
RB.* CC.* CD.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,RBR CCT CDB CCP NNC CCB NNC CCB NNP CCB NNC_PMC
RB.*,RBL
CD.* DT.* VB.* VB.* CC.* CD.* CC.* NN.*_PM.*,CDB DTC VBS VBOF CCT CDB CCP NNC_PMP
DT.* NN.* CC.* NN.* CC.* NN.* RB.* CC.* NN.* RB.* CD.* LM VB.*_PM.*,DTC NNC CCB NNC CCT NNP RBR CCT NNC RBW_CCP CDB LM VBTS_PMS
PM.*_ NN.* RB.* VB.* CC.* JJ.* NN.*_PM.*_PM.*,PMS_ NNP_CCP RBF VBTR_VBAF CCT JJCS_JJD_CCP NNC_PMP_PMS
PM.*_ DT.* DT.* VB.* NN.* NN.* NN.* LM RB.* VB.* CC.* PR.* NN.* CC.* DT.* NN.* CC.* VB.* RB.* VB.* PR.* DT.* DT.* JJ.* NN.* CC.* NN.*_PM.*_PM.*,PMS_ DTC DTCP VBTS NNPA NNC NNPA LM RBF VBTR CCB PRI_CCP NNC CCT DTCP NNC CCP VBTS RBW VBTR PRP DTC DTCP JJD_CCP NNC CCT NNC_PMP_PMS
PM.*_ DT.* DT.* NN.* LM VB.* PM.* NN.* CC.* DT.* NN.*_PM.*,PMS_ DTC DTCP NNC LM VBTS PMS NNC CCB DTCP NNC_PMC
VB.* CC.* DT.* VB.*_PM.*,VBTR_VBAF CCB DTCP VBTR_PMC
VB.* CC.* DT.* NN.*_PM.*,VBTR CCB DTCP NNC_PMC
VB.* PM.* VB.* CC.* DT.* NN.* CC.* DT.* VB.*_PM.*,VBTS PMS VBTF CCB DTCP NNC CCB DTCP VBTR_VBAF_PMC
VB.*_PM.*,VBTR_PMC
PR.* RB.* LM VB.* CC.* NN.*_PM.*,PRP RBI LM VBTR_VBAF CCT NNC_PMC
VB.* CC.* VB.* CC.* DT.* NN.*_PM.*_PM.*,VBTR CCA VBTR CCT DTCP NNC_PMP_PMS
DT.* NN.* CC.* NN.* LM VB.* CC.* VB.* DT.* DT.* JJ.* NN.* CC.* JJ.* PR.* VB.*_PM.*,DTC NNP CCB NNP LM VBAF CCP VBOF DTC DTCP JJD_CCP NNC CCP JJD PRP_CCP VBTS_PMC
CC.* RB.* VB.* CC.* JJ.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* NN.*_PM.*,CCT RBF VBAF CCT JJD CCP NNC CCP VBTS CCB NNP CCB NNP NNP_PMP
VB.* CC.* NN.* CC.* NN.* CC.*_PM.* DT.* DT.* NN.*_PM.* LM NN.* RB.*_PM.*,VBTS CCB NNP CCB NNP CCP_PMS DTC DTCP NNC_PMS LM NNC RBI_PMC
CC.* RB.* DT.* NN.* CC.* NN.* LM VB.* RB.*_PM.*,CCT RBI DTC NNP CCB NNC LM VBTS RBI_PMS
PM.*_ DT.* DT.* NN.* LM VB.* CC.* DT.* DT.* NN.* LM VB.* CC.* DT.* NN.*_PM.*,PMS_ DTC DTCP NNC LM VBTR CCP DTC DTCP NNC LM VBTR_VBAF CCB DTCP NNC_PMC
VB.* CC.* DT.* NN.*_PM.*,VBTR CCB DTCP NNC_PMC
VB.* CC.* NN.*_PM.*,VBTR CCB NNC_PMC
VB.*_PM.*,VBTR_PMC
VB.* CC.* DT.* JJ.* CC.*_PM.*,VBTR CCB DTCP JJD_CCP CCB_PMC
VB.* PM.* NN.* CC.* DT.* NN.*_PM.*,VBTS PMS NNC CCB DTCP NNC_PMC
VB.* CC.* DT.* DT.* PR.* NN.* CC.* VB.* VB.* CC.* DT.* NN.* RB.* RB.* VB.* CC.* DT.* NN.*_PM.*_PM.*,VBTR CCA DTC DTCP PRI_CCP NNC CCP VBS VBTR CCB DTCP NNC RBK RBF VBW CCB DTCP NNC_PMP_PMS
RB.* CC.* CD.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* JJ.* CC.* NN.* CC.* NN.*_PM.* NN.* FW FW FW FW FW_PM.*_PM.*,RBR CCT CDB NNC CCB NNC CCB NNP CCB PRI_CCP JJD CCP NNP CCT NNC_CCP_PMS NNP FW FW FW FW FW_PMC_PMS
DT.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* NN.* CD.*_PM.*,DTC NNP CCB NNP LM VBTS CCB NNC CCB NNP NNP CDB_PMP
CC.* NN.* CC.*_PM.* NN.* FW FW FW FW FW_PM.*_PM.*,CCT NNC CCB_PMS NNP FW FW FW FW FW_PMC_PMS
DT.* DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* DT.* JJ.* NN.* CC.* RB.* VB.* CC.* DT.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* DT.* NN.* CC.* DT.* NN.*_PM.*,DTC DTCP NNC LM VBTS CCB NNC CCT NNC CCB DTCP JJD_CCP NNC CCA RBD_CCP VBTR_VBAF CCB DTCP NNC CCT CCT NNP CCB NNP CCT NNP CCB CCP DTC NNC CCT DTCP NNC_PMC
NN.* CC.* DT.* NN.* CC.* JJ.* CC.* DT.* NN.* CC.* CC.* NN.*_PM.*,NNC CCB DTCP NNC CCA JJD CCP DTCP NNC CCT CCT NNC_PMC
CC.* PR.* CC.* DT.* NN.* LM RB.* VB.* CC.* NN.*_PM.*,CCA PRI CCT DTCP NNC LM RBD_CCP VBTR CCB NNC_PMP
VB.* CC.* NN.* NN.* NN.* CC.* VB.* CC.*_PM.* NN.* FW FW FW FW FW_PM.* CC.* VB.* CC.* NN.*_PM.*,VBTS CCB NNP NNP NNP CCP VBW CCB_PMS NNP FW FW FW FW FW_PMS CCP VBOF CCT NNP_PMC
DT.* DT.* NN.* LM VB.* PM.* NN.* CC.* NN.* CC.* DT.* RB.* RB.* VB.* CC.* NN.* CC.* NN.*_PM.*,DTC DTCP NNC LM VBTS PMS NNC CCT NNC CCB DTCP RBF RBD_CCP VBW CCB NNP CCB NNP_PMP
RB.* CC.* NN.* NN.* NN.*_PM.*,RBR CCT NNP NNP NNP_PMC
JJ.* NN.* VB.* DT.* NN.* CC.* NN.* DT.* NN.* CC.* NN.* CC.* NN.* LM VB.*_PM.*,JJN_CCP NNC VBW DTC NNC CCB NNC DTC NNC CCB NNC CCT NNP LM VBAF_PMP
DT.* JJ.*_PM.* VB.* CC.* NN.*_PM.* CC.* NN.* NN.*_PM.*,DTC JJD_CCP_PMS VBW CCT NNP_PMS CCT NNP NNP_PMC
FW NN.*_PM.*,FW NNP_PMC
LM VB.* RB.* CC.* JJ.* PM.* JJ.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* PR.*_PM.*,LM VBTS RBW CCB JJD PMS JJD CCP NNC CCT NNP CCB DTCP NNC CCB NNC CCA DTCP NNC PRO_PMP
DT.* NN.* LM VB.* CC.* NN.* CD.* PM.* NN.* CC.* NN.* RB.* CD.* CC.* NN.*_PM.* NN.* NN.* CD.*_PM.*,DTP NNP LM VBTS CCT NNC_CCP CDB PMS NNC CCB NNC RBW_CCP CDB CCT NNP_PMS NNCA NNP CDB_PMC
DT.* NN.* NN.* NN.* JJ.* CC.* NN.* NN.*_PM.*,DTC NNP NNP NNPA JJD CCP NNP NNPA_PMP
RB.* DT.* NN.*_PM.*,RBR DTP NNP_PMC
VB.* VB.* DT.* NN.* CC.* NN.* CC.* NN.* NN.*_PM.*,VBW VBW DTC NNP CCB NNP CCB NNP NNP_PMC
PM.*_ DT.* NN.* LM VB.* RB.* RB.* CC.* NN.*_PM.*_PM.*,PMS_ DTC NNP LM VBAF RBI RBI CCT NNP_PMP_PMS
RB.*_PM.*,RBW_PMC
DT.* NN.* NN.*_PM.*,DTP NNP NNP_PMC
