General POS,Detailed POS
PR.*_CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* RB.* NN.* PM.*,PRI_CCP JJD_CCP NNC CCA NNC CCT NNC CCB NNC CCT NNP NNP CCP RBL NNP PMC
DT.* DT.* NN.* LM VB.* JJ.* RB.*_CC.* JJ.* CC.* VB.* CC.* DT.* JJ.*_CC.* NN.* LM RB.*_CC.* VB.* CC.* NN.* CC.* VB.* CC.* NN.* PM.*,DTC DTCP NNC LM VBH JJD RBI_CCP JJD CCP VBH CCR DTC JJCS_CCP NNC LM RBD_CCP VBOF CCB NNC CCP VBTR CCB NNC PMP
NN.* NN.* PM.*,NNP NNP PMC
PR.*_CC.* NN.* CC.* VB.* CD.* NN.* JJ.* CC.* NN.* PM.*,PRI_CCP NNC CCP VBH CDB NNC JJD CCB NNP PMC
NN.* PM.*,NNP PMC
DT.* NN.* NN.* PM.*,DTC NNP NNPA PMP
NN.* NN.* LM VB.* CC.* JJ.* CC.* NN.* CC.* JJ.* CC.* VB.* DT.* JJ.*_CC.* PR.* RB.* PM.*,NNP NNC LM VBAF CCB JJN CCP NNC CCA JJD CCP VBTS DTC JJN_CCP PRI RBI PMP
DT.* PR.*_CC.* NN.* LM VB.* CC.* VB.* PR.* DT.* NN.* PM.*,DTC PRQ_CCP NNC LM VBTS CCP VBTS PRP DTC NNC PMC
DT.* NN.* CC.* DT.* NN.* LM RB.* VB.* LM VB.* CC.* JJ.* PR.*_CC.* NN.* CC.* PR.* RB.* VB.* PM.*,DTC NNC CCP DTC NNC LM RBF VBW LM VBAF CCB JJCC PRI_CCP NNC CCA PRI RBW VBW PMP
CC.* VB.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.* PM.*,CCP VBTS CCB NNC CCP JJC CCB NNC CCT NNC PMC
CC.* VB.* JJ.*_CC.* NN.* DT.* NN.* PM.*,CCP VBH JJN_CCP NNC DTC NNC PMP
CC.* CD.* PM.*,CCT CDB PMC
DT.* NN.* LM VB.* CC.* JJ.*_CC.* NN.* DT.* VB.* CC.* CC.* NN.* PM.*,DTC NNP LM VBTS CCP JJN_CCP NNC DTC VBTS CCR CCT NNC PMP
RB.* RB.* CC.* NN.* RB.* CC.* NN.* NN.* NN.* CC.* NN.* PM.*,RBR RBI CCT NNC RBL CCT NNP NNP NNP CCT NNP PMC
DT.* RB.*_CC.* JJ.* CC.* NN.* PM.*,DTC RBI_CCP JJN CCP NNC PMC
RB.* DT.* JJ.*_CC.* NN.* PM.*,RBW DTC JJN_CCP NNC PMC
PR.*_CC.* NN.* CC.* JJ.*_CC.* NN.* PM.*,PRI_CCP NNC CCA JJN_CCP NNC PMC
LM VB.*_CC.* RB.* JJ.* CC.* NN.* CC.* CC.* JJ.*_CC.* NN.* CC.* NN.* PM.*,LM VBTR_CCP RBL JJD CCP NNC CCR CCT JJD_CCP NNC CCT NNC PMP
PR.*_CC.* CD.* NN.*_CC.* NN.* CC.* NN.* DT.* VB.* RB.* CC.* CC.* DT.* JJ.*_CC.* NN.* RB.*_CC.* PR.* LM RB.* FW RB.* PM.*,PRI_CCP CDB NNC_CCP NNC CCP NNC DTC VBTS RBI CCR CCT DTCP JJD_CCP NNC RBW_CCP PRS LM RBL FW RBI PMC
RB.* DT.* PR.*_CC.* NN.*_CC.* VB.* CC.* FW LM RB.* RB.* VB.* PM.*,RBW DTC PRI_CCP NNC_CCP VBTS CCT FW LM RBF RBI VBTR PMP
CD.* CC.* VB.* LM VB.* NN.*_CC.* NN.* NN.* PM.*,CDB CCT VBTS LM VBH NNC_CCP NNP NNP PMC
RB.* CC.* NN.* PM.*,RBR CCT NNPA PMC
NN.* NN.* CC.* NN.* NN.* PM.*,NNP NNP CCA NNP NNP PMC
JJ.*_CC.* NN.* DT.* VB.* RB.* PM.*,JJN_CCP NNC DTC VBTR RBI PMC
CC.* PR.* LM VB.* CC.* VB.* PM.*,CCA PRP LM VBOF CCB VBOF PMP
NN.* CC.* JJ.*_CC.* JJ.* CC.* NN.* PM.*,NNC CCT JJN_CCP JJD CCP NNC PMP
DT.* NN.* LM DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* RB.* CC.* CD.* PM.*,DTC NNC LM DTC JJN_CCP NNC CCT NNC CCB NNC CCT NNP RBL CCB CDB PMC
CC.* VB.* RB.*_CC.* VB.* CC.* VB.* PM.*,CCA VBN RBI_CCP VBTS CCP VBTS PMP
RB.* DT.* NN.* CC.* NN.* NN.* NN.* NN.* LM VB.* DT.* NN.* PM.*,RBW DTC NNC CCT NNP NNP NNP NNP LM VBTS DTC NNC PMC
PR.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* CC.* NN.* LM VB.* CC.* PR.* RB.*_CC.* NN.* RB.*_CC.* CD.* PM.*,PRI_CCP NNC CCB NNC CCP NNC PMS NNC CCB NNP LM VBTS CCT PRI RBI_CCP NNC RBW_CCP CDB PMC
JJ.*_CC.* NN.* CC.* NN.* PM.*,JJD_CCP NNC CCB NNPA PMP
PR.* LM RB.*_CC.* VB.* CC.* DT.* JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.* JJ.* CC.* NN.* PM.*,PRS LM RBD_CCP VBAF CCT DTCP JJD_CCP NNC RBR CCT PRSP_CCP JJD CCP NNC PMP
RB.* DT.* NN.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* JJ.* CC.* NN.* DT.* NN.* NN.* PM.*,RBW DTC NNP NNPA CCP DTP NNP NNP LM VBTS CCB JJD CCP NNC DTP NNP NNP PMC
NN.* VB.* DT.* NN.* CC.* JJ.* NN.* CC.* RB.*_CC.* VB.* PM.*,NNPA VBOF DTC NNC CCT JJD NNPA CCP RBT_CCP VBW PMP
VB.*_CC.* VB.* CC.* NN.* CC.* PR.* DT.* JJ.* CC.* VB.* CC.* VB.* FW PM.*,VBN_CCP VBTS CCT NNC CCP PRO DTC JJD CCP VBOF CCT VBH FW PMC
PR.* LM VB.* CC.* NN.* DT.* NN.* PM.* NN.* NN.* NN.* CC.* PM.* NN.* NN.* PM.* CC.* VB.* DT.* DT.* NN.* RB.* CC.* PR.*_CC.* NN.* PM.*,PRS LM VBAF CCT NNC DTP NNPA PMS NNCA NNP NNP CCP PMS NNP NNP PMS CCB VBOF DTC DTCP NNC RBR CCT PRSP_CCP NNC PMC
RB.* CC.* JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.* NN.* DT.* NN.* NN.* PM.*,RBW CCT JJN_CCP NNC RBW CCB PRSP_CCP NNC DTP NNP NNP PMC
CC.* NN.* RB.* RB.* PR.* DT.* JJ.* RB.* CC.* VB.*_CC.* DT.* VB.* CC.* VB.* JJ.* CC.* CD.* NN.* PM.*,CCA NNC RBI RBI PRS DTC JJN RBI CCP VBTS_CCP DTCP VBTS CCR VBH JJD CCP CDB NNC PMP
PR.*_CC.* CD.* NN.*_CC.* NN.* CC.* JJ.*_CC.* NN.* DT.* VB.* RB.*_CC.* NN.* CC.* RB.* CC.* CC.* VB.*_CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,PRI_CCP CDB NNC_CCP NNC CCP JJD_CCP NNP DTC VBTS RBW_CCP NNP CCB RBW CCR CCT VBTR_CCP NNC CCB PRI_CCP NNC PMC
NN.* CC.* PR.* RB.*_CC.* NN.* CC.* NN.* CC.* JJ.* CC.* NN.*_CC.* NN.* PM.* NN.* RB.*_CC.* JJ.* PM.* CD.* CC.* NN.* PM.*,NNC CCA PRI RBI_CCP NNC CCT NNC CCB JJN CCP NNC_CCP NNC PMS NNC RBW_CCP JJN PMS CDB CCB NNP PMP
PR.*_CC.* JJ.*_CC.* NN.* CC.* VB.* NN.* CC.* VB.* CC.* NN.* PM.*,PRI_CCP JJD_CCP NNC CCP VBH NNC CCT VBTS CCB NNC PMC
RB.*_CC.* VB.* CC.* NN.* CC.* PR.* RB.*_CC.* NN.* CC.* NN.* PM.*,RBD_CCP VBW CCB NNC CCA PRI RBI_CCP NNC CCT NNC PMP
RB.*_CC.* NN.* PM.*,RBW_CCP NNP PMC
VB.* DT.* VB.* RB.*_CC.* NN.* VB.*_CC.* NN.* PR.* VB.* DT.* PR.* CC.* DT.* NN.* CC.* RB.* PR.*_CC.* PR.*_CC.* VB.* CC.* PR.*_CC.* NN.* PM.*,VBW DTC VBTS RBW_CCP NNP VBN_CCP NNC PRP VBTS DTC PRI CCT DTCP NNC CCA RBD PRP_CCP PRP_CCP VBTR CCT PRSP_CCP NNC PMC
RB.* CC.* NN.* PM.*,RBR CCT NNC PMC
PR.* RB.* LM VB.* CC.* CC.* NN.* CC.* RB.* RB.* DT.* NN.* LM RB.*_CC.* VB.* CC.* NN.* RB.*_CC.* NN.* PM.*,PRS RBI LM VBTS CCR CCT NNC CCP RBK RBQ DTC NNC LM RBD_CCP VBTR CCT NNP RBW_CCP NNP PMP
DT.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* NN.* NN.* CC.* PM.* VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* RB.*_CC.* JJ.* CD.* CC.* NN.* PM.* PM.*,DTC NNC CCB NNP NNP CCP DTP NNP NNP LM VBTS CCT NNP NNP CCP PMS VBTS CCB JJD_CCP NNC CCT NNC RBW_CCP JJN CDB CCB NNP PMP PMS
CC.* CC.* JJ.* CC.* NN.* PM.*,CCR CCT JJN CCP NNC PMP
DT.* JJ.*_CC.* NN.* LM VB.* JJ.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* VB.* CC.* NN.* NN.* PM.* NN.* NN.* CC.* NN.* PM.*,DTC JJD_CCP NNC LM VBTS JJD CCT PRSP_CCP NNC CCT NNP CCA VBTS CCB VBAF CCT NNP NNP PMS NNCA NNP CCT NNP PMC
RB.*_CC.* NN.* PM.*,RBW_CCP NNP PMC
VB.* DT.* NN.* NN.* PM.*,VBS DTP NNP NNP PMP
RB.* CC.* NN.* PM.*,RBR CCT NNC PMC
VB.* DT.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,VBTS DTC DTCP NNC CCA VBTS CCB NNC CCT NNC CCB NNC PMP
CD.* PM.*,CDB PMP
VB.* PR.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,VBAF PRS CCT NNC CCB NNC CCB NNC CCB NNP PMC
PR.* PR.* LM VB.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* PR.*_CC.* NN.* RB.*_CC.* JJ.* CD.* CC.* NN.* CC.* VB.* NN.* CC.* NN.* CC.* VB.* CC.* PM.*,PRS PRS LM VBTR CCB PRI_CCP NNC CCT NNC CCB NNP CCA VBTS DTC PRI_CCP NNC RBW_CCP JJN CDB CCB NNP CCP VBTS NNC CCB NNC CCP VBTR CCB PMS
VB.* PM.*,VBTR PMC
CC.* RB.*_CC.* JJ.* CD.* CC.* NN.* PM.*,CCA RBW_CCP JJN CDB CCB NNP PMC
VB.* CC.* VB.* PR.* CC.* RB.* VB.* DT.* FW NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* VB.* LM VB.* JJ.* DT.* DT.* NN.* PM.*,VBTR CCP VBOF PRS CCT RBF VBW DTC FW NNC CCT NNC CCB NNC CCT NNP NNP CCA VBW LM VBAF JJD DTC DTCP NNC PMP
DT.* NN.* CC.* DT.* NN.* CC.* NN.* DT.* VB.* CC.* VB.* CC.* VB.* CC.* CC.* NN.* CC.* NN.* PM.*,DTC NNC CCB DTCP NNC CCB NNP DTC VBTS CCT VBW CCP VBOF CCB CCR NNC CCB NNP PMC
FW LM VB.* DT.* CD.* CC.* JJ.* CC.* NN.* NN.* CD.* NN.* NN.* RB.* DT.* VB.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.* CC.* RB.* DT.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* PM.*,FW LM VBTS DTCP CDB CCT JJD CCP NNC NNPA CDB NNPA NNPA RBW DTC VBTR DTC NNC CCT NNC CCT NNC CCB NNC CCP VBTF CCT JJD CCP NNC CCB RBI DTC VBW CCB NNC CCA NNC CCT NNC CCP VBW PMP
VB.* RB.*_CC.* NN.* CC.* NN.* PM.*,VBTS RBW_CCP NNP CCT NNP PMC
VB.* PR.* RB.* VB.* CC.* DT.* NN.* NN.* DT.* PR.*_CC.* PM.* PR.*_CC.* NN.* PM.*,VBTS PRO RBD VBW CCB DTCP NNC NNC DTC PRSP_CCP PMS PRI_CCP NNC PMC
DT.* JJ.* NN.* CC.* NN.* PM.*,DTC JJD NNC CCB NNP PMP
RB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,RBR CCT NNC CCA NNC CCB NNP PMC
CC.* VB.* CD.* CC.* NN.* RB.* CC.* VB.* DT.* CC.* NN.* PM.*,CCT VBH CDB CCP NNC RBL CCB VBW DTC CCR NNC PMP
CD.* NN.* DT.* VB.* CC.* CD.* PR.* RB.* DT.* VB.* PM.*,CDB NNC DTC VBTS CCA CDB PRI RBI DTC VBTS PMP
CC.* VB.* NN.*_CC.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* NN.* CC.* NN.* PM.*,CCP VBTS NNC_CCP CCT NNC CCA NNC CCT NNP NNP NNP CCA NNP PMC
DT.* DT.* NN.*_CC.* PR.* LM JJ.* CC.* JJ.* CC.* CC.* NN.* CC.* NN.* CC.* VB.* PR.* CC.* RB.* CC.* PR.* RB.* RB.* PM.*,DTC DTCP NNC_CCP PRO LM JJD CCP JJD CCP CCT NNC CCB NNC CCA VBTS PRP CCP RBD CCP PRP RBW RBI PMC
VB.* CC.* DT.* NN.* CC.* JJ.* CC.* PR.* JJ.* DT.* NN.* NN.* CC.* NN.* NN.* FW PM.*,VBTS CCB DTCP NNC CCP JJD CCP PRP JJC DTC NNP NNP CCA NNP NNP FW PMP
DT.* DT.* NN.* LM VB.* CC.* PR.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* CC.* PR.* PM.*,DTC DTCP NNC LM VBTS CCT PRI CCB NNC CCA VBH DTCP NNC CCB NNC CCT PRQ PMP
VB.* CC.* RB.* JJ.*_CC.* NN.* CC.* NN.* PM.*,VBTS CCB RBF JJD_CCP NNC CCB NNPA PMC
DT.* DT.* NN.* LM VB.* CC.* VB.* PR.* CC.* VB.* DT.* DT.* NN.* CC.* NN.* CC.* VB.* PR.* CC.* JJ.*_CC.* NN.* PM.*,DTC DTCP NNC LM VBTS CCR VBTR PRP CCP VBW DTC DTCP NNC CCT NNC CCR VBTF PRP CCB JJD_CCP NNC PMP
DT.* DT.* JJ.* CC.* NN.* CC.* NN.* PM.*,DTC DTCP JJD CCP NNC CCB NNP PMP
JJ.* CC.* NN.* PM.*,JJN CCP NNC PMC
CD.* CC.* NN.* CC.* NN.* PM.* CD.* NN.* PM.*,CDB CCP NNC CCB NNPA PMS CDB NNC PMC
NN.* FW CC.* NN.* CC.* NN.* PM.*,NNP FW CCA NNC CCB NNP PMC
CC.* JJ.*_CC.* NN.* CC.* CC.* PM.* NN.* RB.* CC.* PR.*_CC.* DT.* JJ.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* JJ.* CC.* NN.* NN.* CC.* CC.* NN.*_CC.* NN.* PM.*,CCA JJN_CCP NNC CCB CCR PMS NNC RBW CCT PRQ_CCP DTCP JJD CCP NNC CCT NNC CCA PRI_CCP JJD CCP NNPA NNC CCT CCT NNC_CCP NNP PMP
VB.* RB.*_CC.* CC.* NN.* CC.* DT.* PR.*_CC.* NN.* LM VB.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* PR.* CC.* DT.* NN.* PM.*,VBTS RBI_CCP CCB NNC CCP DTC PRSP_CCP NNC LM VBTS CCB NNC CCP CCR PMS NNC CCB PRI CCT DTCP NNC PMP
CC.* NN.* PR.* VB.* PR.* DT.* JJ.*_CC.* DT.* NN.* PM.*,CCT NNC PRO VBTS PRP DTC JJD_CCP DTCP NNC PMC
CC.* DT.* DT.* NN.* LM VB.* PM.*,CCR DTC DTCP NNC LM VBTS PMC
PR.* LM VB.*_VB.* NN.* CC.* DT.* JJ.* VB.* CC.* DT.* NN.* PM.*,PRP LM VBTR_VBAF NNC CCT DTCP JJD VBW CCP DTCP NNC PMC
RB.* CC.* DT.* VB.* PM.*,RBR CCT DTCP VBTS PMC
DT.* NN.* CC.* NN.* LM RB.* VB.* CC.* NN.* CC.* CD.* PM.*,DTC NNC CCB NNC LM RBD VBAF CCT NNC CCP CDB PMC
VB.* DT.* NN.* PM.* NN.* NN.*,VBS DTP NNP PMS NNP NNPA
NN.* ,NNPA 
PM.*  DT.* DT.* JJ.*_CC.* NN.* LM VB.* CC.* DT.* DT.* NN.* CC.* VB.* NN.* CC.* NN.* LM VB.* PM.* PM.*,PMS  DTC DTCP JJD_CCP NNC LM VBTR CCP DTC DTCP NNC CCP VBH NNC CCT NNP LM VBTR PMC PMS
RB.* CC.* NN.* FW NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* PM.*,RBR CCT NNP FW NNP NNP CCB NNP CCP DTP NNP NNP NNP PMP
NN.* NN.* LM VB.* PM.*,NNP NNP LM VBTS PMC
CC.* VB.* CC.* NN.*_CC.* RB.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,CCP VBAF CCT NNC_CCP RBF NNC CCT NNC CCB NNP CCA NNP PMP
DT.* NN.* LM VB.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* PM.* NN.* CC.* NN.* PM.* NN.* PM.* NN.* PM.*,DTC NNC LM VBH NNC CCB NNC CCB NNP PMS NNC PMS NNP CCT NNP PMS NNC PMS NNP PMC
DT.* NN.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNP NNP CCB NNP CCB NNP PMC
NN.* CC.* NN.* CC.* NN.* NN.* PM.*,NNP CCB NNP CCT NNP NNP PMP
CC.* PM.*,CCB PMC
CC.* JJ.*_CC.* VB.* CC.* VB.* CC.* NN.* CC.* PR.* RB.* LM FW NN.* CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* PM.*,CCP JJC_CCP VBTR CCP VBTS CCT NNP CCA PRO RBI LM FW NNC CCB DTCP JJD_CCP NNC CCT NNP PMP
NN.* CC.* CC.* DT.* DT.* NN.* CC.* NN.* LM VB.* PM.* NN.* CC.* DT.* DT.* NN.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.*_CC.* NN.* NN.* CC.* NN.* PM.*,NNC CCP CCT DTC DTCP NNC CCB NNP LM VBTF PMS NNC CCB DTC DTCP NNC_CCP NNC CCB NNP CCT NNC CCB VBAF_CCP NNC NNC CCT NNC PMP
CC.* CC.* CC.* VB.* NN.* VB.* DT.* JJ.* CC.* NN.* CC.* NN.* RB.* CC.* NN.* PM.*,CCT CCT CCP VBW NNC VBS DTC JJD CCP NNC CCP NNC RBI CCB NNC PMC
RB.* JJ.* CC.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* CC.* DT.* NN.* CC.* NN.* CC.* RB.* RB.* RB.* VB.* DT.* NN.* VB.* DT.* NN.* NN.* PM.*,RBF JJD CCP VBOF DTC NNP CCT DTCP NNP CCT CCT DTCP NNC CCB NNC CCT RBW RBI RBW VBOF DTC NNC VBTS DTP NNP NNP PMC
NN.* CC.* NN.* CC.* NN.* PM.* NN.* PM.*,NNP CCT NNP CCB NNP PMS NNP PMC
NN.* PM.*,NNP PMP
PR.* DT.* NN.* NN.* PM.*,PRO DTP NNP NNP PMC
VB.* CC.* NN.* DT.* NN.* CC.* NN.* FW CC.* DT.* NN.* NN.* PM.*,VBTR CCB NNP DTC NNP CCP NNP FW CCP DTP NNP NNP PMC
VB.* PR.* DT.* NN.* NN.* PM.*,VBTF PRS DTP NNP NNP PMC
DT.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* LM VB.* CC.* DT.* NN.* LM PM.* VB.*_CC.* NN.* CC.* VB.*_CC.* NN.* PM.* PM.*,DTC NNP NNP CCB NNP CCP DTP NNP NNP NNP LM VBTS CCP DTC NNP LM PMS VBN_CCP NNC CCT VBTS_CCP NNC PMP PMS
CC.* DT.* NN.* LM VB.* CC.* NN.* PM.*,CCP DTC NNP LM VBW CCB NNC PMC
CC.* VB.*_CC.* VB.* CC.* CD.* NN.* NN.* NN.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* PM.*,CCP VBTS_CCP VBAF CCT CDB NNPA NNP NNP NNP CCP VBAF CCT NNP CCT NNP PMC
VB.* PR.* RB.* CC.* NN.* CC.* PR.*_CC.* DT.* NN.* CC.* NN.* DT.* PR.*_CC.* VB.* PM.*,VBTF PRS RBI CCT NNP CCA PRQ_CCP DTCP NNC CCA NNC DTC PRSP_CCP VBTF PMQ
JJ.* CC.* VB.* CC.* VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.*_CC.* VB.* NN.* CC.* VB.* VB.* DT.* NN.* CC.* DT.* NN.* NN.* PM.*,JJD CCB VBW CCA VBW CCT JJD_CCP NNC CCB NNP CCT NNP CCP VBTS_CCP VBH NNC CCT VBW VBS DTC NNC CCP DTP NNP NNP PMC
DT.* NN.* LM VB.* PM.* NN.* CC.* PM.* JJ.* CC.* DT.* NN.* PM.* PM.*,DTC NNP LM VBTS PMS NNC CCP PMS JJD CCP DTC NNC PMP PMS
DT.* NN.* LM CC.* NN.* CC.* NN.* CC.* NN.* DT.* NN.* PM.*,DTC NNC LM CCT NNC CCT NNC CCA NNC DTP NNP PMC
CC.* NN.* CC.* NN.* RB.*_CC.* CD.* PM.*,CCB NNC CCB NNP RBW_CCP CDB PMP
DT.* NN.* CC.* NN.* FW CC.* VB.* CC.* CD.* NN.* NN.* NN.* NN.* CC.* NN.* PM.*,DTC NNP CCP NNP FW CCP VBTF CCT CDB NNPA NNP NNP NNP CCT NNP PMP
CC.* PR.*_CC.* NN.* CC.* NN.*_CC.* NN.* PM.*,CCT PRSP_CCP NNC CCT NNC_CCP NNC PMC
DT.* NN.* LM VB.* CC.* RB.* CC.* VB.* PM.*,DTP NNP LM VBOF CCB RBD CCP VBW PMC
CC.* RB.* DT.* JJ.* CC.* NN.* LM VB.* RB.* CC.* NN.* CC.* NN.* PM.* CC.* VB.* JJ.* PR.*_CC.* NN.* CC.* NN.* CC.* CD.* NN.* PM.*,CCT RBI DTC JJD CCP NNP LM VBTS RBI CCB NNC CCP NNC PMS CCP VBH JJCS PRI_CCP NNC CCB NNC CCB CDB NNC PMC
DT.* NN.* LM VB.*_CC.* JJ.* RB.* CC.* NN.*_CC.* VB.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* PM.* NN.* NN.* CC.* RB.*_CC.* VB.* CC.* NN.* CC.* PR.* RB.*_CC.* NN.* PM.*,DTC NNC LM VBTR_CCP JJD RBL CCT NNC_CCP VBW DTC NNP CCT VBW CCT NNC CCB NNP PMS NNP NNP CCA RBW_CCP VBTS CCB NNP CCA PRI RBI_CCP NNP PMP
RB.* RB.* DT.* NN.* CC.* NN.* LM VB.*_VB.* CC.* NN.* FW FW NN.* NN.* PM.*,RBK RBQ DTPP NNP CCA NNP LM VBTR_VBAF CCT NNPA FW FW NNP NNP PMP
VB.* DT.* NN.* DT.* NN.* RB.* VB.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,VBOF DTP NNP DTP NNP RBW VBTR CCT NNC CCB PRI_CCP NNC PMSC
DT.* NN.* LM VB.*_CC.* NN.* CC.* CD.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* PM.*,DTP NNP LM VBTS_CCP NNC CCT CDB CCP NNC CCT JJD CCP NNP CCP DTP NNP NNP CCT NNP PMC
VB.* DT.* NN.* CC.* NN.* PM.*,VBAF DTC NNC CCT NNC PMC
VB.* CC.* JJ.*_CC.* NN.* CC.* VB.*_CC.* NN.* CC.* VB.* CC.* NN.* PM.*,VBOF CCB JJN_CCP NNC CCB VBTS_CCP NNC CCA VBOF CCB NNC PMP
VB.* CC.* NN.* CC.* NN.* NN.* NN.* PM.*,VBTS CCB NNC CCB NNC NNP NNP PMC
LM RB.* CC.* VB.* PM.*,LM RBT CCP VBTR PMP
VB.* CC.* NN.* DT.* VB.* PM.*,VBTS CCB NNP DTC VBTS PMC
RB.* PR.* LM VB.* CC.* DT.* NN.* LM VB.* CC.* CC.* CC.* PR.*_CC.* NN.* CC.* VB.* NN.* CC.* NN.* PM.*,RBW PRO LM VBTR CCP DTP NNP LM VBAF CCT CCT CCB PRSP_CCP NNC CCP VBS NNC CCT NNP PMC
PM.*  RB.* PR.* CC.* NN.* PM.*,PMS  RBF PRP CCB NNC PMC
CC.* CC.* VB.* PM.*,CCT CCR VBS PMC
VB.* PR.* CC.* VB.* PM.* PM.*,VBTF PRP CCA VBTF PMP PMS
VB.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* PM.*,VBTS CCB NNP CCB NNP CCP DTP NNP NNP PMS
CC.* CC.* VB.* PR.* CC.* NN.* CC.* NN.* CC.* NN.* PM.* PM.*,CCT CCP VBTR PRP CCT NNC CCB NNC CCB NNC PMP PMS
PM.*  RB.* PR.* VB.* CC.* VB.* NN.* PM.*,PMS  RBF PRP VBTR CCT VBTF NNC PMC
RB.* CC.* NN.* PM.*,RBR CCT NNP PMC
CC.* PM.*,CCB PMC
DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* FW NN.*_CC.* JJ.* DT.* VB.* CC.* NN.* CC.* NN.* PM.* NN.* PM.*,DTC NNC CCB NNP CCB NNP CCA NNP NNC CCB FW NNC_CCP JJD DTC VBTS CCT NNC CCB NNP PMS NNP PMP
DT.* NN.* CC.* FW LM JJ.*_CC.* VB.* CC.* JJ.*_CC.* NN.* CC.* VB.* JJ.* RB.* DT.* NN.* CC.* NN.* CC.* NN.*_CC.* NN.* CC.* DT.* PR.*_CC.* NN.*_CC.* JJ.* LM RB.* VB.* JJ.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* PM.*,DTC NNP CCA FW LM JJC_CCP VBAF CCB JJC_CCP NNC CCA VBTS JJD RBI DTC NNC CCT NNC CCB NNC_CCP NNC CCR DTC PRI_CCP NNC_CCP JJD LM RBF VBTS JJD DTC NNC CCT DTCP NNP CCA NNP PMSC
DT.* PR.*_CC.* VB.* CC.* NN.* LM VB.*_CC.* VB.*_CC.* NN.* RB.* DT.* JJ.*_CC.* NN.* LM VB.* CC.* JJ.* JJ.*_CC.* NN.* PM.*,DTC PRC_CCP VBRF CCB NNC LM VBTS_CCP VBN_CCP NNC RBW DTC JJC_CCP NNC LM VBTR CCT JJCC JJD_CCP NNC PMP
CC.* NN.* CC.* NN.* PM.*,CCT NNC CCB NNPA PMC
DT.* CC.* PM.* FW LM VB.* CC.* VB.* RB.* DT.* JJ.*_CC.* NN.* LM VB.* CC.* VB.*_VB.*_CC.* NN.* NN.* PM.*,DTC CCR PMS FW LM VBTS CCA VBTS RBD DTC JJN_CCP NNC LM VBTS CCB VBTR_VBAF_CCP NNP NNP PMP
DT.* NN.* CC.* NN.* LM RB.*_CC.* VB.* CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.* CC.* JJ.*_CC.* NN.* CC.* DT.* NN.* PM.*,DTC NNP CCA NNP LM RBW_CCP VBTS CCT PRI_CCP JJD_CCP NNC PMS CCT JJD_CCP NNC CCT DTCP NNC PMP
CC.* NN.* CC.* CD.* CC.* CD.* PM.*,CCT NNC CCB CDB CCA CDB PMC
