Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
601886,CD.* NN.* CC.* NN.* CC.* NN.*,,,,Only Rough POS
601887,NN.* NN.* NN.* DT.* VB.* CC.*,,,,Only Rough POS
601888,NN.* NN.* DT.* VB.* CC.* RB.*,,,,Only Rough POS
601889,NN.* DT.* VB.* CC.* RB.* JJ.*,,,,Only Rough POS
601890,CC.* RB.* JJ.* NN.* CC.* DT.*,,,,Only Rough POS
601891,RB.* JJ.* NN.* CC.* DT.* NN.*,,,,Only Rough POS
601892,JJ.* NN.* CC.* DT.* NN.* NN.*,,,,Only Rough POS
601893,CC.* DT.* NN.* LM VB.* RB.*,,,,Only Rough POS
601894,LM VB.* RB.* CC.* NN.* RB.*,,,,Only Rough POS
601895,VB.* RB.* CC.* NN.* RB.* NN.*,,,,Only Rough POS
601896,RB.* CC.* NN.* RB.* NN.* CD.*,,,,Only Rough POS
601897,NN.* RB.* NN.* CD.* NN.* CC.*,,,,Only Rough POS
601898,RB.* NN.* CD.* NN.* CC.* JJ.*,,,,Only Rough POS
601899,CD.* NN.* CC.* JJ.* NN.* RB.*,,,,Only Rough POS
601900,NN.* RB.* CC.* RB.* JJ.* NN.*,,,,Only Rough POS
601901,RB.* CC.* RB.* JJ.* NN.* CC.*,,,,Only Rough POS
601902,JJ.* NN.* CC.* RB.* RB.* RB.*,,,,Only Rough POS
601903,NN.* CC.* RB.* RB.* DT.* VB.*,,,,Only Rough POS
601904,RB.* RB.* DT.* VB.* CC.* RB.*,,,,Only Rough POS
601905,RB.* DT.* VB.* CC.* RB.* VB.*,,,,Only Rough POS
601906,DT.* VB.* CC.* RB.* VB.* CC.*,,,,Only Rough POS
601907,VB.* CC.* RB.* VB.* CC.* PR.*,,,,Only Rough POS
601908,RB.* VB.* CC.* PR.* JJ.* CC.*,,,,Only Rough POS
601909,VB.* CC.* PR.* JJ.* CC.* NN.*,,,,Only Rough POS
601910,PR.* JJ.* CC.* NN.* CC.* CC.*,,,,Only Rough POS
601911,JJ.* CC.* NN.* CC.* CC.* DT.*,,,,Only Rough POS
601912,CC.* NN.* CC.* CC.* DT.* NN.*_PM.*,,,,Only Rough POS
601913,CC.* NN.* CC.* CC.* PM.* VB.*,,,,Only Rough POS
601914,NN.* CC.* CC.* PM.* VB.* CC.*,,,,Only Rough POS
601915,JJ.* CC.* NN.* CC.* DT.* RB.*,,,,Only Rough POS
601916,CC.* DT.* RB.* VB.* NN.* CC.*,,,,Only Rough POS
601917,DT.* RB.* VB.* NN.* CC.* DT.*,,,,Only Rough POS
601918,RB.* VB.* NN.* CC.* DT.* NN.*,,,,Only Rough POS
601919,VB.* NN.* CC.* DT.* NN.* CC.*,,,,Only Rough POS
601920,NN.* CC.* NN.* CC.* DT.*_PM.* NN.*_PM.*,,,,Only Rough POS
601921,CC.* NN.* CC.* DT.*_PM.* NN.*_PM.* CC.*,,,,Only Rough POS
601922,JJ.* VB.* DT.* NN.* CC.* NN.*,,,,Only Rough POS
601923,VB.* DT.* NN.* CC.* NN.* PR.*_PM.*,,,,Only Rough POS
601924,VB.* NN.* CC.* NN.* CC.* NN.*_PM.*_PM.*,,,,Only Rough POS
601925,PR.* CC.* DT.* VB.* LM VB.*,,,,Only Rough POS
601926,LM VB.* CC.* NN.* CC.* VB.*,,,,Only Rough POS
601927,CC.* VB.* CC.* DT.* NN.* RB.*,,,,Only Rough POS
601928,CC.* DT.* NN.* RB.* CC.* VB.*,,,,Only Rough POS
601929,DT.* NN.* RB.* CC.* VB.* CC.*,,,,Only Rough POS
601930,VB.* PM.* VB.* RB.* CC.* NN.*,,,,Only Rough POS
601931,PM.* VB.* RB.* CC.* NN.* CC.*,,,,Only Rough POS
601932,CC.* NN.* CC.* NN.* RB.* CD.*,,,,Only Rough POS
601933,VB.* NN.* CC.* VB.* RB.* CC.*,,,,Only Rough POS
601934,NN.* CC.* VB.* RB.* CC.* CC.*,,,,Only Rough POS
601935,CC.* VB.* RB.* CC.* CC.* PR.*,,,,Only Rough POS
601936,CC.* PR.* NN.* RB.* CD.* CC.*,,,,Only Rough POS
601937,NN.* RB.* CD.* CC.* NN.* NN.*,,,,Only Rough POS
601938,NN.* CC.* NN.* NN.* NN.* DT.*,,,,Only Rough POS
601939,NN.* DT.* NN.* NN.* LM VB.*,,,,Only Rough POS
601940,DT.* NN.* NN.* LM VB.* CD.*,,,,Only Rough POS
601941,CC.* VB.* NN.* CC.* VB.* RB.*,,,,Only Rough POS
601942,NN.* CC.* VB.* RB.* CC.* NN.*,,,,Only Rough POS
601943,CC.* VB.* RB.* CC.* NN.* CC.*,,,,Only Rough POS
601944,CD.* CC.* DT.* NN.* CC.* NN.*,,,,Only Rough POS
601945,CC.* NN.* CC.* VB.* CC.* NN.*,,,,Only Rough POS
601946,NN.* LM VB.* RB.* CC.* VB.*_PM.*,,,,Only Rough POS
601947,CC.* NN.* RB.* CC.* NN.* RB.*,,,,Only Rough POS
601948,PM.*_ DT.* DT.* VB.* NN.* NN.*,,,,Only Rough POS
601949,NN.* NN.* NN.* LM RB.* VB.*,,,,Only Rough POS
601950,NN.* NN.* LM RB.* VB.* CC.*,,,,Only Rough POS
601951,LM RB.* VB.* CC.* PR.* NN.*,,,,Only Rough POS
601952,CC.* DT.* NN.* CC.* VB.* RB.*,,,,Only Rough POS
601953,DT.* NN.* CC.* VB.* RB.* VB.*,,,,Only Rough POS
601954,NN.* CC.* VB.* RB.* VB.* PR.*,,,,Only Rough POS
601955,VB.* PM.* VB.* CC.* DT.* NN.*,,,,Only Rough POS
601956,PM.* VB.* CC.* DT.* NN.* CC.*,,,,Only Rough POS
601957,PR.* RB.* LM VB.* CC.* NN.*_PM.*,,,,Only Rough POS
601958,VB.* CC.* VB.* CC.* DT.* NN.*_PM.*_PM.*,,,,Only Rough POS
601959,LM VB.* CC.* VB.* DT.* DT.*,,,,Only Rough POS
601960,VB.* CC.* VB.* DT.* DT.* JJ.*,,,,Only Rough POS
601961,CC.* VB.* DT.* DT.* JJ.* NN.*,,,,Only Rough POS
601962,VB.* DT.* DT.* JJ.* NN.* CC.*,,,,Only Rough POS
601963,CC.* RB.* VB.* CC.* JJ.* CC.*,,,,Only Rough POS
601964,RB.* VB.* CC.* JJ.* CC.* NN.*,,,,Only Rough POS
601965,CC.* JJ.* CC.* NN.* CC.* VB.*,,,,Only Rough POS
601966,NN.* CC.* NN.* LM VB.* RB.*_PM.*,,,,Only Rough POS
601967,VB.* CC.* DT.* DT.* PR.* NN.*,,,,Only Rough POS
601968,CC.* DT.* DT.* PR.* NN.* CC.*,,,,Only Rough POS
601969,DT.* DT.* PR.* NN.* CC.* VB.*,,,,Only Rough POS
601970,PR.* NN.* CC.* VB.* VB.* CC.*,,,,Only Rough POS
601971,NN.* CC.* VB.* VB.* CC.* DT.*,,,,Only Rough POS
601972,CC.* VB.* VB.* CC.* DT.* NN.*,,,,Only Rough POS
601973,VB.* VB.* CC.* DT.* NN.* RB.*,,,,Only Rough POS
601974,VB.* CC.* DT.* NN.* RB.* RB.*,,,,Only Rough POS
601975,CC.* DT.* NN.* RB.* RB.* VB.*,,,,Only Rough POS
601976,DT.* NN.* RB.* RB.* VB.* CC.*,,,,Only Rough POS
601977,NN.* RB.* RB.* VB.* CC.* DT.*,,,,Only Rough POS
601978,RB.* RB.* VB.* CC.* DT.* NN.*_PM.*_PM.*,,,,Only Rough POS
601979,DT.* DT.* NN.* LM VB.* PM.*,,,,Only Rough POS
601980,LM VB.* PM.* NN.* CC.* NN.*,,,,Only Rough POS
601981,PM.* NN.* CC.* NN.* CC.* DT.*,,,,Only Rough POS
601982,NN.* CC.* NN.* CC.* DT.* RB.*,,,,Only Rough POS
601983,CC.* NN.* CC.* DT.* RB.* RB.*,,,,Only Rough POS
601984,JJ.* NN.* VB.* DT.* NN.* CC.*,,,,Only Rough POS
601985,NN.* VB.* DT.* NN.* CC.* NN.*,,,,Only Rough POS
601986,VB.* DT.* NN.* CC.* NN.* DT.*,,,,Only Rough POS
601987,CC.* NN.* CC.* NN.* LM VB.*_PM.*,,,,Only Rough POS
601988,LM VB.* RB.* CC.* JJ.* PM.*,,,,Only Rough POS
601989,VB.* RB.* CC.* JJ.* PM.* JJ.*,,,,Only Rough POS
601990,RB.* CC.* JJ.* PM.* JJ.* CC.*,,,,Only Rough POS
601991,CC.* JJ.* PM.* JJ.* CC.* NN.*,,,,Only Rough POS
601992,JJ.* PM.* JJ.* CC.* NN.* CC.*,,,,Only Rough POS
601993,PM.* JJ.* CC.* NN.* CC.* NN.*,,,,Only Rough POS
601994,NN.* LM VB.* CC.* NN.* CD.*,,,,Only Rough POS
601995,LM VB.* CC.* NN.* CD.* PM.*,,,,Only Rough POS
601996,CC.* NN.* CD.* PM.* NN.* CC.*,,,,Only Rough POS
601997,NN.* CD.* PM.* NN.* CC.* NN.*,,,,Only Rough POS
601998,CD.* PM.* NN.* CC.* NN.* RB.*,,,,Only Rough POS
601999,PM.* NN.* CC.* NN.* RB.* CD.*,,,,Only Rough POS
602000,NN.* CC.* NN.* RB.* CD.* CC.*,,,,Only Rough POS
602001,CC.* NN.* RB.* CD.* CC.* NN.*_PM.*,,,,Only Rough POS
602002,PM.*_ DT.* NN.* LM VB.* RB.*,,,,Only Rough POS
602003,DT.* NN.* LM VB.* RB.* RB.*,,,,Only Rough POS
602004,NN.* LM VB.* RB.* RB.* CC.*,,,,Only Rough POS
602005,DT.* JJ.* NN.* CC.* NN.* LM,,,,Only Rough POS
602006,JJ.* NN.* CC.* NN.* LM VB.*,,,,Only Rough POS
602007,VB.* CC.* NN.* CC.* CC.* NN.*,,,,Only Rough POS
602008,NN.* CC.* VB.* CC.* JJ.* PR.*,,,,Only Rough POS
602009,CC.* VB.* CC.* JJ.* PR.* NN.*,,,,Only Rough POS
602010,CC.* JJ.* PR.* NN.* CC.* JJ.*,,,,Only Rough POS
602011,JJ.* PR.* NN.* CC.* JJ.* CC.*,,,,Only Rough POS
602012,PR.* NN.* CC.* JJ.* CC.* NN.*_PM.*,,,,Only Rough POS
602013,DT.* JJ.* NN.* LM VB.* PM.*,,,,Only Rough POS
602014,JJ.* NN.* LM VB.* PM.* NN.*,,,,Only Rough POS
602015,NN.* LM VB.* PM.* NN.* RB.*,,,,Only Rough POS
602016,LM VB.* PM.* NN.* RB.* CC.*,,,,Only Rough POS
602017,VB.* PM.* NN.* RB.* CC.* NN.*,,,,Only Rough POS
602018,PM.* NN.* RB.* CC.* NN.* CC.*,,,,Only Rough POS
602019,CC.* CC.* NN.* CC.* VB.* JJ.*,,,,Only Rough POS
602020,CC.* NN.* CC.* VB.* JJ.* CC.*,,,,Only Rough POS
602021,JJ.* CC.* CD.* NN.* CC.* VB.*,,,,Only Rough POS
602022,NN.* LM VB.* CC.* VB.* CC.*,,,,Only Rough POS
602023,LM VB.* CC.* VB.* CC.* FW,,,,Only Rough POS
602024,VB.* CC.* VB.* CC.* FW CC.*,,,,Only Rough POS
602025,CC.* VB.* CC.* FW CC.* NN.*,,,,Only Rough POS
602026,CC.* FW CC.* NN.* CC.* JJ.*,,,,Only Rough POS
602027,FW CC.* NN.* CC.* JJ.* NN.*,,,,Only Rough POS
602028,CC.* JJ.* NN.* CC.* VB.* CC.*,,,,Only Rough POS
602029,JJ.* NN.* CC.* VB.* CC.* VB.*,,,,Only Rough POS
602030,CC.* VB.* CC.* VB.* CC.* DT.*,,,,Only Rough POS
602031,DT.* DT.* NN.* LM NN.* CC.*,,,,Only Rough POS
602032,DT.* NN.* LM NN.* CC.* NN.*,,,,Only Rough POS
602033,NN.* LM NN.* CC.* NN.* CC.*,,,,Only Rough POS
602034,LM NN.* CC.* NN.* CC.* NN.*,,,,Only Rough POS
602035,DT.* NN.* NN.* LM RB.* RB.*,,,,Only Rough POS
602036,NN.* NN.* LM RB.* RB.* VB.*,,,,Only Rough POS
602037,LM RB.* RB.* VB.* CC.* JJ.*,,,,Only Rough POS
602038,RB.* RB.* VB.* CC.* JJ.* NN.*,,,,Only Rough POS
602039,RB.* VB.* CC.* JJ.* NN.* CC.*,,,,Only Rough POS
602040,VB.* CC.* JJ.* NN.* CC.* CD.*_PM.*,,,,Only Rough POS
602041,VB.* LM DT.* NN.* JJ.* CC.*,,,,Only Rough POS
602042,DT.* NN.* JJ.* CC.* VB.* RB.*,,,,Only Rough POS
602043,CC.* VB.* RB.* DT.* JJ.* NN.*_PM.*,,,,Only Rough POS
602044,VB.* VB.* DT.* NN.* NN.* CC.*,,,,Only Rough POS
602045,VB.* DT.* NN.* NN.* CC.* CC.*,,,,Only Rough POS
602046,DT.* NN.* NN.* CC.* CC.* NN.*,,,,Only Rough POS
602047,NN.* NN.* CC.* CC.* NN.* NN.*,,,,Only Rough POS
602048,CC.* JJ.* CC.* NN.* RB.* RB.*,,,,Only Rough POS
602049,JJ.* CC.* NN.* RB.* RB.* VB.*,,,,Only Rough POS
602050,CC.* NN.* RB.* RB.* VB.* CC.*,,,,Only Rough POS
602051,RB.* RB.* VB.* CC.* DT.* FW,,,,Only Rough POS
602052,CC.* DT.* FW NN.* CC.* DT.*,,,,Only Rough POS
602053,NN.* CC.* DT.* JJ.* NN.* LM,,,,Only Rough POS
602054,DT.* JJ.* NN.* LM RB.* CC.*,,,,Only Rough POS
602055,NN.* NN.* LM VB.* CC.* CD.*,,,,Only Rough POS
602056,LM VB.* CC.* CD.* DT.* NN.*,,,,Only Rough POS
602057,DT.* NN.* VB.* CC.* VB.* CC.*,,,,Only Rough POS
602058,NN.* VB.* CC.* VB.* CC.* NN.*,,,,Only Rough POS
602059,VB.* CC.* VB.* CC.* NN.* CC.*,,,,Only Rough POS
602060,VB.* CC.* NN.* CC.* NN.* LM,,,,Only Rough POS
602061,CC.* NN.* CC.* NN.* LM CD.*,,,,Only Rough POS
602062,VB.* RB.* CC.* NN.* NN.* CC.*,,,,Only Rough POS
602063,RB.* CC.* NN.* NN.* CC.* DT.*,,,,Only Rough POS
602064,NN.* CC.* DT.* CC.* PM.* NN.*,,,,Only Rough POS
602065,CC.* DT.* CC.* PM.* NN.* LM,,,,Only Rough POS
602066,DT.* CC.* PM.* NN.* LM RB.*,,,,Only Rough POS
602067,CC.* PM.* NN.* LM RB.* VB.*,,,,Only Rough POS
602068,PM.* NN.* LM RB.* VB.* CC.*,,,,Only Rough POS
602069,LM RB.* VB.* CC.* PR.* LM,,,,Only Rough POS
602070,RB.* CC.* NN.* NN.* CC.* VB.*,,,,Only Rough POS
602071,CC.* NN.* NN.* CC.* VB.* DT.*,,,,Only Rough POS
602072,NN.* NN.* CC.* VB.* DT.* JJ.*,,,,Only Rough POS
602073,NN.* CC.* VB.* DT.* JJ.* VB.*,,,,Only Rough POS
602074,DT.* JJ.* VB.* CC.* NN.* CC.*,,,,Only Rough POS
602075,JJ.* VB.* CC.* NN.* CC.* VB.*,,,,Only Rough POS
602076,CC.* VB.* DT.* NN.* NN.* CC.*,,,,Only Rough POS
602077,DT.* NN.* NN.* CC.* DT.* DT.*,,,,Only Rough POS
602078,NN.* CC.* DT.* DT.* VB.* CC.*,,,,Only Rough POS
602079,CC.* DT.* DT.* VB.* CC.* NN.*,,,,Only Rough POS
602080,CC.* NN.* CC.* NN.* NN.* LM,,,,Only Rough POS
602081,NN.* CC.* NN.* NN.* LM NN.*,,,,Only Rough POS
602082,NN.* LM NN.* RB.* CC.* NN.*,,,,Only Rough POS
602083,NN.* RB.* CC.* NN.* RB.* NN.*_PM.*,,,,Only Rough POS
602084,VB.* RB.* DT.* NN.* CC.* JJ.*,,,,Only Rough POS
602085,RB.* DT.* NN.* CC.* JJ.* NN.*,,,,Only Rough POS
602086,NN.* CC.* JJ.* NN.* CC.* PR.*,,,,Only Rough POS
602087,CC.* JJ.* NN.* CC.* PR.* NN.*,,,,Only Rough POS
602088,JJ.* NN.* CC.* PR.* NN.* DT.*,,,,Only Rough POS
602089,VB.* PR.* DT.* PR.* NN.* CC.*,,,,Only Rough POS
602090,PR.* DT.* PR.* NN.* CC.* VB.*,,,,Only Rough POS
602091,DT.* PR.* NN.* CC.* VB.* CC.*,,,,Only Rough POS
602092,PR.* NN.* CC.* VB.* CC.* VB.*,,,,Only Rough POS
602093,CC.* VB.* CC.* VB.* CC.* VB.*,,,,Only Rough POS
602094,VB.* CC.* VB.* CC.* VB.* PR.*,,,,Only Rough POS
602095,CC.* VB.* CC.* VB.* PR.* VB.*,,,,Only Rough POS
602096,VB.* CC.* VB.* PR.* VB.* DT.*,,,,Only Rough POS
602097,CC.* VB.* PR.* VB.* DT.* PR.*,,,,Only Rough POS
602098,VB.* PR.* VB.* DT.* PR.* NN.*,,,,Only Rough POS
602099,CC.* RB.* PR.* RB.* VB.* DT.*,,,,Only Rough POS
602100,RB.* PR.* RB.* VB.* DT.* VB.*,,,,Only Rough POS
602101,PR.* RB.* VB.* DT.* VB.* CC.*,,,,Only Rough POS
602102,RB.* VB.* DT.* VB.* CC.* VB.*,,,,Only Rough POS
602103,VB.* DT.* VB.* CC.* VB.* CC.*,,,,Only Rough POS
602104,DT.* VB.* CC.* VB.* CC.* PR.*,,,,Only Rough POS
602105,NN.* LM JJ.* CC.* NN.* RB.*,,,,Only Rough POS
602106,JJ.* CC.* NN.* RB.* PR.* NN.*,,,,Only Rough POS
602107,CC.* NN.* RB.* PR.* NN.* CC.*,,,,Only Rough POS
602108,NN.* RB.* PR.* NN.* CC.* VB.*,,,,Only Rough POS
602109,RB.* PR.* NN.* CC.* VB.* CC.*,,,,Only Rough POS
602110,PR.* NN.* CC.* VB.* CC.* CD.*,,,,Only Rough POS
602111,NN.* CC.* VB.* CC.* CD.* CC.*,,,,Only Rough POS
602112,VB.* CC.* VB.* NN.* CC.* VB.*,,,,Only Rough POS
602113,CC.* VB.* NN.* CC.* VB.* DT.*,,,,Only Rough POS
602114,VB.* NN.* CC.* VB.* DT.* JJ.*,,,,Only Rough POS
602115,NN.* CC.* VB.* DT.* JJ.* NN.*_PM.*,,,,Only Rough POS
602116,PR.* CC.* DT.* NN.* NN.* LM,,,,Only Rough POS
602117,LM VB.* CC.* PR.* LM RB.*,,,,Only Rough POS
602118,CC.* PR.* LM RB.* RB.* CC.*,,,,Only Rough POS
602119,LM RB.* RB.* CC.* PR.* LM,,,,Only Rough POS
602120,RB.* RB.* CC.* PR.* LM RB.*,,,,Only Rough POS
602121,CC.* DT.* NN.* NN.* LM VB.*_PM.*,,,,Only Rough POS
602122,CC.* RB.* CC.* VB.* DT.* NN.*,,,,Only Rough POS
602123,RB.* CC.* VB.* DT.* NN.* NN.*,,,,Only Rough POS
602124,PR.* CC.* NN.* CC.* JJ.* CC.*,,,,Only Rough POS
602125,NN.* LM VB.* CC.* VB.* PM.*,,,,Only Rough POS
602126,LM VB.* CC.* VB.* PM.* NN.*,,,,Only Rough POS
602127,VB.* CC.* VB.* PM.* NN.* CC.*,,,,Only Rough POS
602128,CC.* VB.* PM.* NN.* CC.* CC.*,,,,Only Rough POS
602129,VB.* PM.* NN.* CC.* CC.* NN.*,,,,Only Rough POS
602130,PM.* NN.* CC.* CC.* NN.* CC.*,,,,Only Rough POS
602131,NN.* CC.* CC.* NN.* CC.* JJ.*,,,,Only Rough POS
602132,CC.* CC.* NN.* CC.* JJ.* NN.*,,,,Only Rough POS
602133,DT.* NN.* LM VB.* CC.* VB.*_PM.*,,,,Only Rough POS
602134,CC.* NN.*_PM.* CC.* VB.* RB.* PR.*,,,,Only Rough POS
602135,CC.* VB.* RB.* PR.* CC.* DT.*,,,,Only Rough POS
602136,VB.* RB.* PR.* CC.* DT.* NN.*,,,,Only Rough POS
602137,RB.* PR.* CC.* DT.* NN.* CC.*,,,,Only Rough POS
602138,PR.* CC.* DT.* NN.* CC.* VB.*,,,,Only Rough POS
602139,CC.* NN.* CC.* NN.* LM CC.*,,,,Only Rough POS
602140,NN.* CC.* NN.* LM CC.* CC.*,,,,Only Rough POS
602141,CC.* RB.* VB.* CC.* DT.* VB.*,,,,Only Rough POS
602142,RB.* VB.* CC.* DT.* VB.* CC.*,,,,Only Rough POS
602143,VB.* CC.* DT.* VB.* CC.* NN.*_PM.*,,,,Only Rough POS
602144,NN.* CC.* DT.* RB.* NN.* CC.*,,,,Only Rough POS
602145,CC.* DT.* RB.* NN.* CC.* NN.*,,,,Only Rough POS
602146,PM.*_ VB.* CC.* DT.* NN.* CC.*,,,,Only Rough POS
602147,NN.* CC.* DT.* NN.* LM JJ.*,,,,Only Rough POS
602148,CC.* DT.* NN.* LM JJ.* CC.*,,,,Only Rough POS
602149,DT.* NN.* LM JJ.* CC.* VB.*,,,,Only Rough POS
602150,NN.* LM JJ.* CC.* VB.* CC.*,,,,Only Rough POS
602151,LM JJ.* CC.* VB.* CC.* PR.*,,,,Only Rough POS
602152,JJ.* CC.* VB.* CC.* PR.* NN.*,,,,Only Rough POS
602153,CC.* VB.* CC.* PR.* NN.* CC.*,,,,Only Rough POS
602154,CC.* PR.* NN.* CC.* NN.* PM.*,,,,Only Rough POS
602155,CC.* PR.* LM VB.* CC.* CC.*,,,,Only Rough POS
602156,PR.* LM VB.* CC.* CC.* DT.*,,,,Only Rough POS
602157,VB.* RB.* PR.* CC.* VB.* DT.*,,,,Only Rough POS
602158,PR.* CC.* VB.* DT.* JJ.* NN.*,,,,Only Rough POS
602159,VB.* DT.* JJ.* NN.* VB.* CC.*,,,,Only Rough POS
602160,DT.* JJ.* NN.* VB.* CC.* NN.*,,,,Only Rough POS
602161,JJ.* NN.* VB.* CC.* NN.* CC.*,,,,Only Rough POS
602162,NN.* VB.* CC.* NN.* CC.* NN.*,,,,Only Rough POS
602163,CC.* VB.* CC.* NN.* CC.* CC.*,,,,Only Rough POS
602164,VB.* CC.* NN.* CC.* CC.* CC.*,,,,Only Rough POS
602165,CC.* NN.* CC.* CC.* CC.* DT.*,,,,Only Rough POS
602166,NN.* CC.* DT.* NN.* NN.* FW,,,,Only Rough POS
602167,CC.* DT.* NN.* NN.* FW PM.*,,,,Only Rough POS
602168,DT.* NN.* NN.* FW PM.* NN.*,,,,Only Rough POS
602169,NN.* NN.* FW PM.* NN.* LM,,,,Only Rough POS
602170,NN.* FW PM.* NN.* LM VB.*,,,,Only Rough POS
602171,FW PM.* NN.* LM VB.* CC.*,,,,Only Rough POS
602172,PM.* NN.* LM VB.* CC.* VB.*,,,,Only Rough POS
602173,LM VB.* CC.* VB.* PR.* VB.*,,,,Only Rough POS
602174,VB.* CC.* VB.* PR.* VB.* CC.*,,,,Only Rough POS
602175,CC.* VB.* PR.* VB.* CC.* DT.*,,,,Only Rough POS
602176,VB.* PR.* CC.* VB.* PR.* VB.*,,,,Only Rough POS
602177,PR.* CC.* VB.* PR.* VB.* CC.*,,,,Only Rough POS
602178,DT.* JJ.* NN.* DT.* NN.* NN.*,,,,Only Rough POS
602179,JJ.* NN.* DT.* NN.* NN.* LM,,,,Only Rough POS
602180,DT.* NN.* NN.* LM VB.* JJ.*,,,,Only Rough POS
602181,NN.* NN.* LM VB.* JJ.* CC.*,,,,Only Rough POS
602182,NN.* RB.* CC.* NN.* CC.* JJ.*,,,,Only Rough POS
602183,RB.* CC.* NN.* CC.* JJ.* CC.*,,,,Only Rough POS
602184,JJ.* CC.* NN.* CC.* JJ.* DT.*,,,,Only Rough POS
602185,CC.* NN.* CC.* JJ.* DT.* NN.*,,,,Only Rough POS
602186,LM RB.* VB.* CC.* VB.* JJ.*,,,,Only Rough POS
602187,VB.* CC.* VB.* JJ.* PR.* NN.*,,,,Only Rough POS
602188,PR.* NN.* CC.* RB.* VB.* CC.*,,,,Only Rough POS
602189,VB.* CC.* DT.* NN.* CC.* RB.*,,,,Only Rough POS
602190,CC.* DT.* NN.* CC.* RB.* CC.*,,,,Only Rough POS
602191,DT.* NN.* CC.* RB.* CC.* VB.*,,,,Only Rough POS
602192,NN.* CC.* RB.* CC.* VB.* DT.*,,,,Only Rough POS
602193,RB.* CC.* VB.* DT.* NN.* CC.*,,,,Only Rough POS
602194,NN.* CC.* DT.* NN.* CC.* CC.*,,,,Only Rough POS
602195,CC.* DT.* NN.* CC.* CC.* VB.*,,,,Only Rough POS
602196,DT.* NN.* CC.* CC.* VB.* CC.*,,,,Only Rough POS
602197,NN.* CC.* CC.* VB.* CC.* RB.*,,,,Only Rough POS
602198,CC.* VB.* CC.* RB.* PR.* DT.*,,,,Only Rough POS
602199,VB.* CC.* RB.* PR.* DT.* VB.*,,,,Only Rough POS
602200,CC.* RB.* PR.* DT.* VB.* NN.*,,,,Only Rough POS
602201,DT.* VB.* NN.* RB.* RB.* RB.*,,,,Only Rough POS
602202,NN.* RB.* RB.* RB.* VB.* DT.*,,,,Only Rough POS
602203,RB.* RB.* RB.* VB.* DT.* NN.*_PM.*,,,,Only Rough POS
602204,CC.* RB.* RB.* VB.* CC.* DT.*,,,,Only Rough POS
602205,CC.* NN.* CC.* JJ.* CC.* DT.*,,,,Only Rough POS
602206,NN.* CC.* JJ.* CC.* DT.* NN.*,,,,Only Rough POS
602207,CC.* JJ.* CC.* DT.* NN.* NN.*,,,,Only Rough POS
602208,JJ.* CC.* DT.* NN.* NN.* CC.*,,,,Only Rough POS
602209,CC.* DT.* NN.* NN.* CC.* NN.*,,,,Only Rough POS
602210,CC.* CC.* LM VB.* DT.* NN.*,,,,Only Rough POS
602211,CC.* LM VB.* DT.* NN.* CC.*,,,,Only Rough POS
602212,LM VB.* DT.* NN.* CC.* NN.*,,,,Only Rough POS
602213,CC.* NN.* CC.* VB.* NN.* VB.*,,,,Only Rough POS
602214,NN.* CC.* VB.* NN.* VB.* CC.*,,,,Only Rough POS
602215,CC.* VB.* NN.* VB.* CC.* NN.*,,,,Only Rough POS
602216,NN.* VB.* CC.* NN.* NN.* CC.*,,,,Only Rough POS
602217,DT.* NN.* CC.* FW CC.* NN.*,,,,Only Rough POS
602218,NN.* CC.* FW CC.* NN.* CC.*,,,,Only Rough POS
602219,CC.* FW CC.* NN.* CC.* NN.*,,,,Only Rough POS
602220,FW CC.* NN.* CC.* NN.* CC.*,,,,Only Rough POS
602221,CC.* CC.* PM.* FW CC.* NN.*,,,,Only Rough POS
602222,FW CC.* NN.* VB.* CC.* NN.*,,,,Only Rough POS
602223,CC.* NN.* VB.* CC.* NN.* CC.*,,,,Only Rough POS
602224,CC.* VB.* DT.* NN.* CC.* VB.*,,,,Only Rough POS
602225,CC.* RB.* RB.* LM VB.* VB.*,,,,Only Rough POS
602226,RB.* RB.* LM VB.* VB.* CC.*,,,,Only Rough POS
602227,VB.* CC.* NN.*_PM.* CC.* DT.* NN.*,,,,Only Rough POS
602228,CC.* NN.*_PM.* CC.* DT.* NN.* CC.*,,,,Only Rough POS
602229,DT.* NN.* CC.* RB.* CC.* PR.*,,,,Only Rough POS
602230,NN.* CC.* RB.* CC.* PR.* NN.*,,,,Only Rough POS
602231,CC.* RB.* CC.* PR.* NN.* CC.*,,,,Only Rough POS
602232,RB.* CC.* PR.* NN.* CC.* VB.*,,,,Only Rough POS
602233,CC.* VB.* CC.* NN.* CC.* NN.*_PM.*_PM.*,,,,Only Rough POS
602234,JJ.* CC.* DT.* FW CC.* NN.*,,,,Only Rough POS
602235,FW CC.* NN.* DT.* NN.* CC.*,,,,Only Rough POS
602236,CC.* NN.* DT.* NN.* CC.* PR.*,,,,Only Rough POS
602237,NN.* DT.* NN.* CC.* PR.* CC.*,,,,Only Rough POS
602238,DT.* NN.* CC.* PR.* CC.* JJ.*,,,,Only Rough POS
602239,PM.* NN.* NN.* CC.* DT.* NN.*,,,,Only Rough POS
602240,CC.* DT.* NN.* NN.* CC.* CC.*,,,,Only Rough POS
602241,DT.* NN.* NN.* CC.* CC.* JJ.*,,,,Only Rough POS
